space,r,conv_s,conv_t,e_cas_s,e_nev_s,e_cas_t,e_nev_t,de_cas,de_nev,wall,cpu,t_s_cas,t_s_nev,t_t_scf,t_t_cas,t_t_nev,note
"(10,6)",1.6891,True,True,-536.2472775114192,-536.7428491273708,-536.1005774722466,-536.6118384506977,3.991911428224877,3.564982125299964,152.81686544418335,4855.049923589,105.40834593772888,0.8828811645507812,1.8138155937194824,42.675535678863525,1.9831571578979492,
