r,e_s,t1_s,e_t,t1_t,s2,de,label_t,label_free,free_minus_pinned_scf_ev
1.5391,-536.7861221323071,0.006922466559617141,-536.6252749401436,0.028700231980196642,2.0,4.376875072543307,--,,
1.5891,-536.7946189434352,0.007094063186004156,-536.6447157441485,0.02982423080522059,2.0,4.079073855301571,--,,
1.6391,-536.7992510541609,0.007303653539458647,-536.6611144842961,0.03524221018439656,2.0,3.7588875572853855,--,,
1.6890999999999998,-536.8009028937487,0.007554760127162967,-536.6754339188866,0.01847988556337621,2.0,3.4141847368604252,--,,
1.7390999999999999,-536.8002764810703,0.007851357209290604,-536.6870680180341,0.02179283208506806,2.0,3.0805592139938964,--,,
1.7891,-536.7979333271159,0.00819794196254236,-536.6964507669863,0.02395476609120763,2.0,2.7614811409158397,--,,
1.8391,-536.7943260338536,0.008599402437767566,-536.7038458588863,0.025244729471716743,2.0,2.462090988639693,--,,
1.8891,-536.7898216374821,0.009060738880309296,-536.7095083759857,0.026246138911532508,2.0,2.1854351792528015,--,,
