r,space,conv_t,e_cas_s,e_cas_t,e_sc_s,e_sc_t,e_fic_s,e_fic_t,de_cas,de_sc,de_fic,same_state_ha,prism_ref_dev_ha,wall,cpu,t_orbitals,t_copies,t_casci,t_fic,t_sc
1.6391,"(10,6)",True,-536.2221149707526,-536.08114815137,-536.7403392483659,-536.6003268781574,-536.7426987216772,-536.6031179818614,3.835902570087913,3.809930684960406,3.7981854236303807,2.6147972675971687e-12,0.0,40.50107407569885,1285.1057576839999,28.925443649291992,3.4640941619873047,2.8647117614746094,3.1635794639587402,2.083216428756714
1.6891,"(10,6)",True,-536.226345171263,-536.0984726507074,-536.7408081544545,-536.612382158859,-536.7430420535097,-536.6150558597857,3.4795885470856605,3.494649370175654,3.48268175157873,0.0,0.0,35.907676458358765,1139.874922272,24.741914749145508,2.5447998046875,3.2181973457336426,3.2680485248565674,2.1347060203552246
1.7391,"(10,6)",True,-536.2282821462286,-536.113417211661,-536.7390226946487,-536.6222915950343,-536.7411603637041,-536.6248430306905,3.125634100637726,3.176415038526677,3.1651558757369886,1.1368683772161603e-13,0.0,26.31029224395752,835.2673228099998,15.969043970108032,2.5667643547058105,2.9602785110473633,2.8300178050994873,1.984180212020874
