space,r,conv_s,conv_t,e_cas_s,e_nev_s,e_cas_t,e_nev_t,de_cas,de_nev,wall,cpu,t_s_cas,t_s_nev,t_t_scf,t_t_cas,t_t_nev,note
"(10,6)",1.6891,True,True,-536.2472775114745,-536.7428493694104,-536.0984726507077,-536.6123821588566,4.049186541607462,3.5501936588154064,131.4747712612152,4173.117650173,103.13234066963196,0.9011812210083008,1.862504482269287,23.779560565948486,1.734318733215332,
