r,space,conv_t,e_cas_s,e_cas_t,e_sc_s,e_sc_t,e_fic_s,e_fic_t,de_cas,de_sc,de_fic,same_state_ha,prism_ref_dev_ha,wall,cpu,t_orbitals,t_copies,t_casci,t_fic,t_sc
1.6391,"(14,9)",True,-536.2401013617408,-536.0973992971833,-536.7228321017071,-536.5817098137808,-536.7333057314904,-536.5936863495511,3.8831209967743523,3.8401330846814523,3.7992369293755766,8.969891496235505e-11,0.0,51.603118896484375,1606.269860076,28.3622043132782,3.3558437824249268,4.0641560554504395,13.078692436218262,2.7421929836273193
1.6891,"(14,9)",True,-536.2444725978488,-536.1142301751744,-536.7238198511102,-536.5949957809052,-536.7339323078722,-536.6064483587429,3.544076869007082,3.5054815321296617,3.4690149799220245,2.113438313244842e-10,0.0,55.657017946243286,1736.8659547510001,33.653461933135986,2.316382884979248,4.291522264480591,12.61651349067688,2.77912974357605
1.7391,"(14,9)",True,-536.2464551833428,-536.1288561906354,-536.7225999933531,-536.6059994767934,-536.7323331203585,-536.6169834402144,3.2000316127025057,3.172861692588875,3.1388246997509084,3.849436325253919e-10,0.0,56.792649269104004,1772.1397155280001,34.16725182533264,2.428515672683716,4.2046120166778564,12.956393718719482,3.0358688831329346
