r,space,conv_t,e_cas_s,e_cas_t,e_sc_s,e_sc_t,e_fic_s,e_fic_t,de_cas,de_sc,de_fic,same_state_ha,prism_ref_dev_ha,wall,cpu,t_orbitals,t_copies,t_casci,t_fic,t_sc
1.7891000000000001,"(14,9)",True,-536.2466419822821,-536.1413492357032,-536.7197481818461,-536.6150061857852,-536.7292228297811,-536.6255477262631,2.8651615960600676,2.850174910987603,2.821143285919937,5.1636561693158e-10,0.0,59.90711188316345,1870.650488984,38.22712421417236,2.530670404434204,3.142322540283203,13.057301998138428,2.949662446975708
1.8891,"(14,9)",True,-536.2569344999113,-536.1756835115051,-536.7128696761597,-536.6296579373725,-536.7208774797995,-536.6385203799103,2.210952028388538,2.264306764339117,2.241050855182335,1.608327693247702e-09,0.0,58.43148469924927,1826.522703482,36.593690156936646,2.535980463027954,3.6098759174346924,12.941176652908325,2.7507519721984863
2.2891000000000004,"(14,9)",True,-536.2313402208658,-536.2052042739637,-536.6694843134344,-536.6419978884925,-536.6759481516025,-536.6484524505165,0.7111953460596546,0.7479437256157379,0.7481961423545067,2.8544491215143353e-09,0.0,65.3754289150238,2047.7784166730007,42.42279100418091,2.832029342651367,3.9650187492370605,13.079420328140259,3.076162338256836
