r1_A,r2_A,theta_deg,nbf,e_hf_Ha,e_ccsd_t_Ha,t1_diag,status,wall_s
1.1891257633877539,0.7491939040506499,65.0,92,-75.90863340375624,-76.19733222520426,0.011935559436011496,ok,9.81
1.1891257633877539,0.8282758463094337,65.0,92,-75.95934779506673,-76.25097380510086,0.012393328485466818,ok,9.66
1.1891257633877539,0.8730626691931039,65.0,92,-75.97389539943731,-76.26728292229453,0.012728427291657633,ok,9.18
1.1891257633877539,1.0380956121167133,65.0,92,-75.97957809315035,-76.27986102420542,0.014544110575448297,ok,8.7
1.1891257633877539,0.9768305109495515,65.0,92,-75.98366370045969,-76.28133393645864,0.01375449771449545,ok,8.93
1.1891257633877539,0.9222594660307525,65.0,92,-75.9818706812603,-76.27725998885461,0.01316875177407999,ok,9.19
1.1891257633877539,1.1079297093491922,65.0,92,-75.96980372182031,-76.27311629911928,0.015623979295511781,ok,8.82
1.286113197827046,0.65,65.0,92,-75.75105015008313,-76.04121899379206,0.012963578081637709,ok,8.6
1.1891257633877539,1.1891257633877539,65.0,92,-75.95437410673115,-76.26128870756095,0.017125388683797853,ok,9.73
1.286113197827046,0.6809285230878754,65.0,92,-75.80653522518301,-76.09765169259674,0.013056144976820042,ok,9.1
1.286113197827046,0.7138970767665203,65.0,92,-75.85248510059736,-76.1446751959541,0.013175867010648228,ok,8.61
1.286113197827046,0.7871730137334912,65.0,92,-75.91856889011413,-76.21334239494128,0.013530367740170565,ok,8.85
1.286113197827046,0.8730626691931039,65.0,92,-75.95422884474098,-76.25230621991689,0.014138824220553766,ok,9.06
1.286113197827046,0.7491939040506499,65.0,92,-75.88961412803287,-76.18301737010728,0.01333030383601219,ok,9.41
1.286113197827046,0.8282758463094337,65.0,92,-75.93993275191445,-76.23625558703247,0.013791999379402146,ok,9.42
1.286113197827046,0.9222594660307525,65.0,92,-75.96191942874668,-76.2619866533432,0.014606199972881907,ok,9.4
1.286113197827046,0.9768305109495515,65.0,92,-75.9633989436245,-76.26572665856342,0.015247354932190406,ok,9.4
1.286113197827046,1.0380956121167133,65.0,92,-75.95897823486465,-76.2638842563406,0.016142847175648282,ok,10.21
1.4065542823824804,0.7138970767665203,65.0,92,-75.82691507445291,-76.12546608932483,0.015055414217484773,ok,9.75
1.4065542823824804,0.6809285230878754,65.0,92,-75.78104344460463,-76.07853634566737,0.014935373903972612,ok,9.82
1.286113197827046,1.286113197827046,65.0,92,-75.91149001216297,-76.22720779611957,0.021967325962400315,high_t1,10.19
1.286113197827046,1.1079297093491922,65.0,92,-75.94885825269705,-76.25673719661948,0.017415832265550057,ok,10.52
1.286113197827046,1.1891257633877539,65.0,92,-75.93308858881244,-76.24447768953569,0.01925660777439295,ok,10.54
1.4065542823824804,0.65,65.0,92,-75.72560555012714,-76.02216799241062,0.014843991628783441,ok,10.43
1.4065542823824804,0.7871730137334912,65.0,92,-75.89273924000518,-76.19384514661753,0.015418780565547997,ok,10.27
1.4065542823824804,0.8282758463094337,65.0,92,-75.91391775719218,-76.2165579938732,0.015693583891817506,ok,10.22
1.4065542823824804,0.7491939040506499,65.0,92,-75.8639322399671,-76.16368198695217,0.01521239682936734,ok,10.63
1.4065542823824804,0.8730626691931039,65.0,92,-75.92799033138077,-76.2323673425136,0.016066295152583853,ok,10.3
1.4065542823824804,1.0380956121167133,65.0,92,-75.9318673912872,-76.24296248850509,0.018386972669734984,ok,10.42
1.4065542823824804,0.9222594660307525,65.0,92,-75.93542042192718,-76.24176375266754,0.016583395980067216,ok,10.65
1.4065542823824804,0.9768305109495515,65.0,92,-75.93660643864186,-76.24517607144837,0.017318175404899595,ok,10.68
1.4065542823824804,1.1079297093491922,65.0,92,-75.92141880575937,-76.23540223714323,0.01997427404850208,ok,11.26
