r1_A,r2_A,theta_deg,nbf,ncas,nelecas,e_gs_casscf_Ha,e_ex_casscf_Ha,e_gs_nevpt2_Ha,e_ex_nevpt2_Ha,mu_x,mu_y,mu_z,mu_abs,status,wall_s
1.2571204432701741,0.8217302352684964,55.0,92,6,8,-75.97128816065964,-75.79227078848825,-76.19168436510869,-75.99839308443111,0.13360336714513732,6.939335425038508e-16,-3.304481175915938e-15,0.13360336714513732,ok,12.85
1.3541907073778483,0.7,55.0,92,6,8,-75.85700049153272,-75.7123466790842,-76.07126191339698,-75.91393688180595,-0.11429943478456098,-1.0003463788302956e-15,1.3954950007558554e-14,0.11429943478456098,ok,9.39
1.2571204432701741,1.0328937646339662,55.0,92,6,8,-76.00763164344164,-75.82697072228115,-76.22725788526137,-76.03604901902635,0.1225946834627357,3.365184083291548e-16,-9.632575891387077e-16,0.1225946834627357,ok,11.12
1.2571204432701741,0.9730484681624365,55.0,92,6,8,-76.00717292715576,-75.82623077841407,-76.22723137510252,-76.03437257281456,-0.1253279283334177,-9.123210914142974e-16,-2.2418504553495607e-16,0.1253279283334177,ok,11.54
1.2571204432701741,1.0990821169362144,55.0,92,6,8,-76.00366813379881,-75.82427915775314,-76.22261627590107,-76.03456686228606,0.12031064101563656,1.0968431110487268e-15,3.325965682008873e-16,0.12031064101563656,ok,11.41
1.3541907073778483,0.7784650775728821,55.0,92,6,8,-75.93807612290883,-75.79084315131823,-76.15284351506558,-75.99340350069852,-0.11118320700673244,-1.194197921658827e-15,1.147639634625232e-14,0.11118320700673244,ok,8.73
1.3541907073778483,0.8217302352684964,55.0,92,6,8,-75.96427816299447,-75.8157723050084,-76.17922297163537,-76.01884273632783,0.10903893572803938,7.558150114343107e-16,-5.042538173293679e-15,0.10903893572803938,ok,8.09
1.3541907073778483,0.738001992915057,55.0,92,6,8,-75.90273355314399,-75.75679141564925,-76.11725981409998,-75.95885549728307,-0.11292809156368401,-5.963980198875656e-16,7.914671039898972e-15,0.11292809156368401,ok,10.27
1.3541907073778483,0.8682146206261605,55.0,92,6,8,-75.98246406983651,-75.8327361140925,-76.19750554890987,-76.03631618645495,-0.10650829554713438,-8.084931070791195e-16,4.322095361766729e-15,0.10650829554713438,ok,8.92
1.3541907073778483,1.17311930899858,55.0,92,6,8,-75.98526611211983,-75.83309302318327,-76.19834003626853,-76.03960782704262,0.09157233731269601,1.2928247135928338e-15,-1.4200995907074722e-15,0.09157233731269601,ok,6.1
1.3541907073778483,1.0990821169362144,55.0,92,6,8,-75.99385575466377,-75.84111406711295,-76.20779649772632,-76.04674295784349,0.09409977299710648,7.483682569940239e-16,-2.8451011130981394e-16,0.09409977299710648,ok,7.47
1.3541907073778483,0.9184360891594576,55.0,92,6,8,-75.99364912774857,-75.84279527299651,-76.20870918181507,-76.04686735251333,0.10362871522658094,2.6640214441932122e-17,-2.493952502549998e-16,0.10362871522658094,ok,10.47
1.4691596244932197,0.8682146206261605,55.0,92,6,8,-75.97236061517116,-75.85525496532742,-76.18207816174595,-76.05570934032967,-0.0865987717560621,1.0752778283939967e-15,-3.49594263196407e-14,0.0865987717560621,ok,5.29
1.3541907073778483,1.0328937646339662,55.0,92,6,8,-75.9985722859702,-75.846068111205,-76.21309623841788,-76.05108837287192,0.0972175816451663,8.447136888047945e-16,2.8988113902524765e-16,0.0972175816451663,ok,9.48
1.3541907073778483,1.3541907073778483,55.0,92,6,8,-75.9594623444513,-75.81704133637517,-76.16912617529567,-76.02656350049882,-0.08674886458684708,5.133531789365865e-16,-6.131334233661699e-15,0.08674886458684708,ok,8.03
1.4691596244932197,0.9184360891594576,55.0,92,6,8,-75.98305478736557,-75.86473546302962,-76.19284832622911,-76.06557807995489,0.0840523368034376,-6.172947130256951e-16,3.354511568015922e-14,0.0840523368034376,ok,6.35
1.3541907073778483,0.9730484681624365,55.0,92,6,8,-75.99874623918713,-75.84693178674321,-76.21363337119656,-76.05148146062305,0.10048298550463723,8.805048977643784e-16,5.580321679466445e-16,0.10048298550463723,ok,12.84
1.4691596244932197,0.7,55.0,92,6,8,-75.848111517714,-75.73574763154099,-76.05682637144884,-75.93439074158685,-0.09263494417708391,-1.2790958214938207e-15,2.0390161528308837e-14,0.09263494417708391,ok,8.89
1.4691596244932197,0.8217302352684964,55.0,92,6,8,-75.95458730479811,-75.83870100202341,-76.16412580382584,-76.03870286798352,-0.08871563012648015,-2.9136816077148934e-15,9.22789593223641e-14,0.08871563012648015,ok,7.67
1.4691596244932197,0.7784650775728821,55.0,92,6,8,-75.92872190324451,-75.81404096352671,-76.13801546659134,-76.0135761312119,-0.09041459075354877,-2.4399513692757526e-15,7.00617986816093e-14,0.09041459075354877,ok,8.28
1.4691596244932197,0.738001992915057,55.0,92,6,8,-75.89364431480124,-75.78014063778873,-76.10265540116528,-75.9792240888474,0.09170928420804714,1.5571259049439192e-15,-1.316884348848661e-13,0.09170928420804714,ok,8.74
1.3541907073778483,1.2571204432701741,55.0,92,6,8,-75.97350441523083,-75.82358701444498,-76.18531754931256,-76.03169293490639,0.09025022200119936,7.476466415704637e-16,5.411110239946605e-15,0.09025022200119936,ok,11.13
