basis,E_eV,lambda_nm,sigma_200K,sigma_220K,sigma_250K,sigma_298K
cc-pvtz-dk,4.711855927963981,263.13240535258524,4.623636855297859e-29,4.8686919872884043e-29,5.36513589455284e-29,6.497298136307266e-29
cc-pvtz-dk,4.7138569284642315,263.0207074197177,4.4608874027501113e-29,4.694249225101693e-29,5.16698634666825e-29,6.24501874450977e-29
cc-pvtz-dk,4.715857928964482,262.90910427665216,4.315631079768677e-29,4.5386174237295965e-29,4.9900776657026316e-29,6.018646681941986e-29
cc-pvtz-dk,4.717858929464732,262.79759580277806,4.17922762151777e-29,4.3933018128317077e-29,4.8262713185774617e-29,5.811080187794417e-29
cc-pvtz-dk,4.719859929964983,262.6861818776894,4.0428325544247545e-29,4.2493924919985525e-29,4.6666197108394e-29,5.613631796615574e-29
cc-pvtz-dk,4.721860930465232,262.57486238118446,3.899032163706481e-29,4.099210222957058e-29,4.503015666433192e-29,5.41761966775154e-29
cc-pvtz-dk,4.723861930965482,262.4636371932649,3.74320726376652e-29,3.93771923905979e-29,4.32968353187616e-29,5.215960433084173e-29
cc-pvtz-dk,4.725862931465732,262.35250619413574,3.574344399863352e-29,3.763416389457409e-29,4.14420635687132e-29,5.004438699336604e-29
cc-pvtz-dk,4.727863931965983,262.24146926420485,3.3951757584795526e-29,3.578562586921256e-29,3.947927947776647e-29,4.782444044727148e-29
cc-pvtz-dk,4.729864932466233,262.13052628408246,3.211587127623495e-29,3.3886787273370907e-29,3.7456199343498576e-29,4.553002690505377e-29
cc-pvtz-dk,4.731865932966484,262.0196771345808,3.0314420245585994e-29,3.201436975907673e-29,3.544511237382491e-29,4.322129864737763e-29
cc-pvtz-dk,4.733866933466733,261.9089216967135,2.863018020607841e-29,3.025131095968349e-29,3.352838083431749e-29,4.0976009479075657e-29
cc-pvtz-dk,4.735867933966983,261.7982598516954,2.7133877699350794e-29,2.867051608584293e-29,3.178224699170973e-29,3.8874083693497064e-29
cc-pvtz-dk,4.737868934467233,261.68769148094185,2.587026606341709e-29,2.7320491640998867e-29,3.026177746301898e-29,3.698174202194799e-29
cc-pvtz-dk,4.7398699349674835,261.5772164660686,2.484928743746484e-29,2.6215765065819217e-29,2.898997861704576e-29,3.53383711900839e-29
cc-pvtz-dk,4.741870935467734,261.4668346888912,2.4043933201142188e-29,2.533384914048804e-29,2.795309981156383e-29,3.394860095838579e-29
cc-pvtz-dk,4.7438719359679835,261.35654603142467,2.339516803786021e-29,2.4619283874659694e-29,2.710296797439874e-29,3.278103642471401e-29
cc-pvtz-dk,4.745872936468234,261.2463503758828,2.2823013154925507e-29,2.399402411247294e-29,2.636595595792122e-29,3.177395307559972e-29
cc-pvtz-dk,4.7478739369684835,261.13624760467815,2.2241543865595634e-29,2.3372057358481926e-29,2.565673385403244e-29,3.084671738030655e-29
cc-pvtz-dk,4.749874937468734,261.02623760042127,2.157502346487703e-29,2.2675546833785365e-29,2.4894264911718482e-29,2.99148424113766e-29
cc-pvtz-dk,4.751875937968984,260.9163202459206,2.0772026682046896e-29,2.1849348948104955e-29,2.4016919033876995e-29,2.8905722819764433e-29
cc-pvtz-dk,4.753876938469235,260.80649542418183,1.9814867244906056e-29,2.0871143532229811e-29,2.2993826595830225e-29,2.7772049656979416e-29
cc-pvtz-dk,4.755877938969484,260.6967630184075,1.87225517346008e-29,1.975526321822808e-29,2.183032206509114e-29,2.6500353573651773e-29
cc-pvtz-dk,4.757878939469735,260.58712291199663,1.7546721188591836e-29,1.8549515651808644e-29,2.056646161640307e-29,2.51130656776813e-29
cc-pvtz-dk,4.759879939969984,260.4775749885444,1.6361386339556177e-29,1.7325635553213714e-29,1.9268926337565692e-29,2.3663726396897465e-29
cc-pvtz-dk,4.761880940470235,260.3681191318416,1.5248421977502743e-29,1.6165196537777388e-29,1.8017866122273348e-29,2.2226270136428903e-29
cc-pvtz-dk,4.763881940970485,260.2587552258742,1.4281645255632186e-29,1.5143727591197565e-29,1.6891250474030518e-29,2.0880483354607545e-29
cc-pvtz-dk,4.7658829414707355,260.1494831548231,1.3512482131460426e-29,1.4316033825628522e-29,1.5949686229922668e-29,1.9696394908208826e-29
cc-pvtz-dk,4.767883941970985,260.0403028030637,1.295999718356059e-29,1.3705562982993563e-29,1.5224640067185963e-29,1.8720618561183385e-29
cc-pvtz-dk,4.7698849424712355,259.9312140551652,1.2607148368683021e-29,1.329980808847213e-29,1.4712278949582305e-29,1.7967229239106694e-29
cc-pvtz-dk,4.771885942971485,259.8222167958906,1.24039643406483e-29,1.3052606920272742e-29,1.4374088219092352e-29,1.7414900630837083e-29
cc-pvtz-dk,4.7738869434717355,259.71331091019596,1.227701543427324e-29,1.2892877426133486e-29,1.414412862009678e-29,1.7010833561333567e-29
cc-pvtz-dk,4.775887943971986,259.60449628323033,1.2143347062386333e-29,1.2738098408550903e-29,1.39415242862666e-29,1.6680704330760348e-29
cc-pvtz-dk,4.777888944472236,259.49577280033503,1.1926168166976975e-29,1.2509912442733554e-29,1.3685744430968128e-29,1.6342673988119976e-29
cc-pvtz-dk,4.779889944972486,259.38714034704344,1.1569334545837208e-29,1.2148907621770982e-29,1.3311797601613375e-29,1.5922822610891796e-29
cc-pvtz-dk,4.781890945472736,259.27859880908045,1.1047806940975268e-29,1.162569705258438e-29,1.278237117038856e-29,1.5368980481468673e-29
cc-pvtz-dk,4.783891945972986,259.1701480723622,1.0372157506578496e-29,1.0946253522505303e-29,1.2094675554905972e-29,1.4660401005348174e-29
cc-pvtz-dk,4.785892946473236,259.0617880229957,9.586253466645681e-30,1.0150463908394996e-29,1.1280657901328994e-29,1.3811376286591254e-29
cc-pvtz-dk,4.787893946973487,258.95351854727824,8.758564765583701e-30,9.304189328324083e-30,1.0400564333721247e-29,1.2868143413604188e-29
cc-pvtz-dk,4.789894947473737,258.8453395316971,7.968833017937017e-30,8.486419261162128e-30,9.531141886030311e-30,1.1899712901975138e-29
cc-pvtz-dk,4.791895947973987,258.73725086292933,7.29265477326648e-30,7.773986009605217e-30,8.75075739950719e-30,1.0984415819536425e-29
cc-pvtz-dk,4.793896948474236,258.629252427841,6.786901396408191e-30,7.2267330681871e-30,8.124242775409394e-30,1.0194692333949439e-29
cc-pvtz-dk,4.795897948974487,258.52134411348703,6.47875662670534e-30,6.875972869291524e-30,7.690375650382228e-30,9.583064926877325e-30
cc-pvtz-dk,4.797898949474737,258.41352580711083,6.360538308664555e-30,6.718507829071008e-30,7.454449976545189e-30,9.172027251074394e-30
cc-pvtz-dk,4.7998999499749875,258.3057973961438,6.39115163955347e-30,6.717219109910656e-30,7.38722591069672e-30,8.949666770084572e-30
cc-pvtz-dk,4.801900950475238,258.19815876820496,6.503968819941067e-30,6.808182257892494e-30,7.430529815993475e-30,8.871925547007911e-30
cc-pvtz-dk,4.8039019509754874,258.0906098111007,6.619522575490264e-30,6.912842521947405e-30,7.50832586193877e-30,8.870958018481778e-30
cc-pvtz-dk,4.805902951475737,257.983150412824,6.660674784363482e-30,6.953010095643548e-30,7.541230457346267e-30,8.86807619560014e-30
cc-pvtz-dk,4.807903951975987,257.8757804615545,6.567193160372578e-30,6.865639764882435e-30,7.461523036205501e-30,8.78863065090368e-30
cc-pvtz-dk,4.809904952476238,257.7684998456578,6.307144840067135e-30,6.614763345816499e-30,7.225974199061903e-30,8.576166457183522e-30
cc-pvtz-dk,4.811905952976488,257.6613084536854,5.88277726023732e-30,6.198141514127798e-30,6.823885052760442e-30,8.202990749417935e-30
cc-pvtz-dk,4.813906953476739,257.55420617437386,5.3298534792357144e-30,5.647454133988301e-30,6.278890164709926e-30,7.675217352071523e-30
cc-pvtz-dk,4.815907953976988,257.4471928966448,4.710632270586496e-30,5.022054493422073e-30,5.6442382367213274e-30,7.031375848394863e-30
cc-pvtz-dk,4.817908954477238,257.3402685096044,4.101720628129662e-30,4.3973693379156984e-30,4.992344641996535e-30,6.334750427966173e-30
cc-pvtz-dk,4.819909954977488,257.2334329025428,3.5793667058609836e-30,3.850406575443918e-30,4.400854295264905e-30,5.661146998903817e-30
cc-pvtz-dk,4.821910955477739,257.1266859649341,3.20473776975713e-30,3.444877442943066e-30,3.937621712309063e-30,5.084182198780154e-30
cc-pvtz-dk,4.823911955977989,257.02002758643573,3.012246217241367e-30,3.2190256532527334e-30,3.6477272079714114e-30,4.661152175562788e-30
cc-pvtz-dk,4.8259129564782395,256.9134576568881,3.002992261498353e-30,3.1783294146048295e-30,3.544855053909561e-30,4.422036040138551e-30
cc-pvtz-dk,4.827913956978489,256.80697606631435,3.1445950922122413e-30,3.294490035203897e-30,3.608701118807917e-30,4.3637575219583745e-30
cc-pvtz-dk,4.829914957478739,256.7005827049198,3.37746707109768e-30,3.510923153793481e-30,3.788929247673894e-30,4.450828290965192e-30
cc-pvtz-dk,4.831915957978989,256.59427746309143,3.6262025337912626e-30,3.753574196736109e-30,4.0147923104998734e-30,4.6221250584035726e-30
cc-pvtz-dk,4.833916958479239,256.4880602313981,3.814034281055633e-30,3.945118711647344e-30,4.208703216644313e-30,4.802622632411336e-30
cc-pvtz-dk,4.83591795897949,256.3819309005896,3.877422271331072e-30,4.019661710655537e-30,4.300991692682635e-30,4.9176733240550694e-30
cc-pvtz-dk,4.837918959479739,256.2758893615965,3.7781037258031715e-30,3.935241168449586e-30,4.243135532345496e-30,4.9072018484718295e-30
cc-pvtz-dk,4.83991995997999,256.1699355055297,3.5102688274873925e-30,3.6817129117506146e-30,4.01690380548346e-30,4.737067272642755e-30
cc-pvtz-dk,4.841920960480239,256.0640692236802,3.1014790866526962e-30,3.282497229736974e-30,3.6376494842579626e-30,4.4054001905244925e-30
cc-pvtz-dk,4.84392196098049,255.95829040751835,2.6072209049936e-30,2.789920718173334e-30,3.1511879207444935e-30,3.9427655373088035e-30
cc-pvtz-dk,4.84592296148074,255.85259894869412,2.100170279105501e-30,2.275079219193299e-30,2.6248942222199922e-30,3.4061572512327795e-30
cc-pvtz-dk,4.847923961980991,255.74699473903618,1.6561708264961947e-30,1.8141098063321666e-30,2.1346715427010735e-30,2.8679222895079167e-30
cc-pvtz-dk,4.84992496248124,255.64147767055184,1.339680968224296e-30,1.4735730943235663e-30,1.7503614381996503e-30,2.401816810263695e-30
cc-pvtz-dk,4.851925962981491,255.5360476354263,1.191446659114045e-30,1.2977151935723238e-30,1.5223611953554408e-30,2.0688377102803425e-30
cc-pvtz-dk,4.85392696348174,255.4307045260229,1.2207728825883111e-30,1.3000631819009162e-30,1.4720293134163804e-30,1.905569349065152e-30
cc-pvtz-dk,4.855927963981991,255.32544823488206,1.403820235171913e-30,1.460909642383733e-30,1.5876623029708925e-30,1.9172230176589944e-30
cc-pvtz-dk,4.857928964482241,255.22027865472143,1.6882390354652025e-30,1.7311552084745168e-30,1.82680259407978e-30,2.076696622204416e-30
cc-pvtz-dk,4.859929964982491,255.11519567843538,2.003252999051479e-30,2.041772012126188e-30,2.1244331195384154e-30,2.3298303888679417e-30
cc-pvtz-dk,4.861930965482741,255.01019919909456,2.2732251350122914e-30,2.3170385858076604e-30,2.4054506665539876e-30,2.6058114008474092e-30
cc-pvtz-dk,4.863931965982991,254.90528910994547,2.432103932949249e-30,2.4890069365757667e-30,2.5990231929441697e-30,2.8307257257727608e-30
cc-pvtz-dk,4.865932966483241,254.8004653044104,2.4359768459140504e-30,2.510423287558747e-30,2.6520708315777402e-30,2.9416466694881697e-30
cc-pvtz-dk,4.867933966983491,254.69572767608673,2.271354786219147e-30,2.3636546724883736e-30,2.5393130633247056e-30,2.8985799088516774e-30
cc-pvtz-dk,4.869934967483742,254.59107611874677,1.957619863111512e-30,2.063930197825571e-30,2.2679752898339607e-30,2.6919927360006753e-30
cc-pvtz-dk,4.871935967983992,254.48651052633738,1.5431531569601696e-30,1.656261429856503e-30,1.87623773431987e-30,2.34446712186796e-30
cc-pvtz-dk,4.873936968484242,254.38203079297958,1.0959748754574968e-30,1.2067224771801462e-30,1.425814340927316e-30,1.906249472778147e-30
cc-pvtz-dk,4.875937968984492,254.27763681296807,6.906149576502064e-31,7.896863523696079e-31,9.900113799198872e-31,1.4454809551981775e-30
cc-pvtz-dk,4.877938969484742,254.17332848077123,3.938462640988285e-31,4.735805400985816e-31,6.396726818571021e-31,1.0351019107763986e-30
cc-pvtz-dk,4.879939969984992,254.06910569103024,2.5190285929450583e-31,3.077814761312319e-31,4.295976953728815e-31,7.38838575086366e-31
cc-pvtz-dk,4.881940970485243,253.96496833855926,2.8171091793362453e-31,3.1323803503815397e-31,3.88114821441347e-31,5.990396734073479e-31
cc-pvtz-dk,4.883941970985493,253.86091631834475,4.677283145427544e-31,4.785379671702398e-31,5.117282013235034e-31,6.286206942749816e-31
cc-pvtz-dk,4.8859429714857425,253.7569495255452,7.786689481052007e-31,7.827406425076511e-31,7.993303965189422e-31,8.6759925573333e-31
cc-pvtz-dk,4.887943971985992,253.65306785549078,1.1190067301980506e-30,1.1173128282078798e-30,1.1187692849568693e-30,1.139926330363757e-30
cc-pvtz-dk,4.8899449724862425,253.54927120368288,1.4227705038363063e-30,1.4205835568016193e-30,1.4171766811918033e-30,1.4131418604077048e-30
cc-pvtz-dk,4.891945972986493,253.44555946579405,1.6430792298195172e-30,1.655820862289371e-30,1.67938140557522e-30,1.7248950018303644e-30
cc-pvtz-dk,4.893946973486743,253.34193253766736,1.7182331331967152e-30,1.75046239546924e-30,1.8104462912351555e-30,1.927875719246298e-30
cc-pvtz-dk,4.895947973986994,253.2383903153162,1.626799916623235e-30,1.678174505067558e-30,1.773968327722604e-30,1.962206653141485e-30
cc-pvtz-dk,4.897948974487243,253.13493269492392,1.3802170783063856e-30,1.446414517328349e-30,1.5699614292607451e-30,1.813188229836273e-30
cc-pvtz-dk,4.899949974987493,253.03155957284332,1.0216557661018258e-30,1.097503751100569e-30,1.24165703505654e-30,1.5357301872282946e-30
cc-pvtz-dk,4.901950975487743,252.9282708455965,6.133569244718225e-31,6.907486665302996e-31,8.41477023103031e-31,1.1631247698934503e-30
cc-pvtz-dk,4.903951975987994,252.82506640987452,2.2725532245953335e-31,2.969023643212972e-31,4.36553006197354e-31,7.497653120043678e-31
cc-pvtz-dk,4.905952976488244,252.72194616253694,9.191592555839895e-32,1.44867323228717e-31,2.5569652357239025e-31,5.214292671767868e-31
cc-pvtz-dk,4.907953976988495,252.61891000061152,4.795065865278927e-32,7.916025720179016e-32,1.5025461295194016e-31,3.4109916865996926e-31
cc-pvtz-dk,4.909954977488744,252.51595782129394,8.578019424611516e-33,1.9454236437818791e-32,5.17701510863018e-32,1.62986455282884e-31
cc-pvtz-dk,4.911955977988994,252.41308952194728,6.907983960072745e-33,1.5666734547409964e-32,4.169113586857049e-32,1.312549859205136e-31
cc-pvtz-dk,4.913956978489244,252.3103050001018,3.001881880083455e-31,3.041786846907277e-31,3.1775600659231834e-31,3.68763297306535e-31
cc-pvtz-dk,4.9159579789894945,252.20760415345475,6.487344752712251e-31,6.471835865801761e-31,6.463403198083748e-31,6.528043469231769e-31
cc-pvtz-dk,4.917958979489745,252.10498687986978,9.696865718620743e-31,9.64425515566339e-31,9.544344563623122e-31,9.34083268763065e-31
cc-pvtz-dk,4.919959979989995,252.00245307737669,1.1980778224421335e-30,1.1915776242817774e-30,1.1792333608853431e-30,1.1540888376646114e-30
cc-pvtz-dk,4.921960980490245,251.90000264417114,1.3193030996214448e-30,1.3294177112760957e-30,1.3481182420483547e-30,1.3842338473353071e-30
cc-pvtz-dk,4.923961980990494,251.79763547861427,1.2849566979601848e-30,1.3150454687984485e-30,1.3710964622084125e-30,1.4810286743515152e-30
cc-pvtz-dk,4.925962981490745,251.69535147923227,1.0931780311320554e-30,1.139868670822017e-30,1.2269901813631822e-30,1.3984307012029439e-30
cc-pvtz-dk,4.927963981990995,251.59315054471625,7.7779849049388065e-31,8.344093420057294e-31,9.401286218299897e-31,1.1485124268730426e-30
cc-pvtz-dk,4.929964982491246,251.49103257392184,3.982080451989897e-31,4.584566290615895e-31,5.7369493491447245e-31,8.116305660646732e-31
cc-pvtz-dk,4.931965982991495,251.38899746586875,1.0249131920073188e-31,1.57701351977589e-31,2.6708766765203285e-31,5.075693741860284e-31
cc-pvtz-dk,4.933966983491746,251.28704511974044,7.101218239972683e-32,1.1178335780654517e-31,1.9689698279328885e-31,4.001882797409835e-31
cc-pvtz-dk,4.935967983991995,251.18517543488397,3.059981340667141e-32,5.168154208699936e-32,1.013649528160783e-31,2.401209017214742e-31
cc-pvtz-dk,4.937968984492246,251.08338831080945,7.178156379471116e-33,1.6279463181583167e-32,4.3321683233790365e-32,1.3638839058809923e-31
cc-pvtz-dk,4.939969984992496,250.98168364718987,5.86486215965903e-33,1.330102083959673e-32,3.5395676446563063e-32,1.1143517481237646e-31
cc-pvtz-dk,4.9419709854927465,250.8800613438607,8.65205666293896e-33,1.325991787265452e-32,2.698007173251201e-32,7.427075085795531e-32
cc-pvtz-dk,4.943971985992996,250.7785213008196,3.5327629820592805e-31,3.5258591498892313e-31,3.525840829346843e-31,3.576764815924169e-31
cc-pvtz-dk,4.9459729864932465,250.67706341822594,6.877133601022e-31,6.839821558060746e-31,6.768963766527271e-31,6.624630700441055e-31
cc-pvtz-dk,4.947973986993496,250.5756875964008,9.450748547319578e-31,9.399473298608227e-31,9.302098547839716e-31,9.103752028231347e-31
cc-pvtz-dk,4.949974987493746,250.47439373582617,1.0796636162773667e-30,1.076945443602874e-30,1.071691185474459e-30,1.0606293605250906e-30
cc-pvtz-dk,4.951975987993997,250.37318173714516,1.0927538431393635e-30,1.1101832781184388e-30,1.1425962079021543e-30,1.2059468478141226e-30
cc-pvtz-dk,4.953976988494247,250.27205150116123,9.483620942859508e-31,9.835274448936626e-31,1.0491236219822073e-30,1.1781269047517843e-30
cc-pvtz-dk,4.955977988994497,250.1710029288382,6.7275195872094375e-31,7.197925664544167e-31,8.076354500069742e-31,9.807663078816496e-31
cc-pvtz-dk,4.957978989494747,250.07003592129956,3.176846309885355e-31,3.6892604710302293e-31,4.652297351559503e-31,6.574756329404294e-31
cc-pvtz-dk,4.959979989994997,249.96915037982856,9.148535242286089e-32,1.40019308399203e-31,2.348920418425832e-31,4.386666479687862e-31
cc-pvtz-dk,4.961980990495247,249.86834620586754,6.455473151682242e-32,1.010832324477823e-31,1.764756126508242e-31,3.534877442695954e-31
cc-pvtz-dk,4.963981990995498,249.76762330101784,2.730300145748498e-32,4.594678153917853e-32,8.966043790613189e-32,2.1104073589736007e-31
cc-pvtz-dk,4.965982991495748,249.66698156703936,6.489830961496743e-33,1.4718398235866941e-32,3.91674945894007e-32,1.233098797566979e-31
cc-pvtz-dk,4.967983991995998,249.56642090585038,5.4970555796862205e-33,1.2466866028796612e-32,3.3175886390936017e-32,1.0444667458498233e-31
cc-pvtz-dk,4.969984992496248,249.4659412195269,3.552157713734373e-33,8.055999014077771e-33,2.1438018780276804e-32,6.749268866263249e-32
cc-pvtz-dk,4.971985992996498,249.36554241030285,1.4990343537195807e-31,1.5039455382320462e-31,1.5271984222026534e-31,1.628769888260258e-31
cc-pvtz-dk,4.973986993496748,249.26522438056924,4.890147857911721e-31,4.863616250770315e-31,4.813231148838852e-31,4.710599722012645e-31
cc-pvtz-dk,4.975987993996998,249.16498703287422,7.674789898768796e-31,7.633150153631534e-31,7.554073797949079e-31,7.393000010245987e-31
cc-pvtz-dk,4.977988994497249,249.0648302699226,9.30076356361102e-31,9.25030206180068e-31,9.154472664856211e-31,8.959273938183308e-31
cc-pvtz-dk,4.979989994997498,248.9647539945756,9.73221901171592e-31,9.823618819207116e-31,9.992953728905034e-31,1.032137973258588e-30
cc-pvtz-dk,4.981990995497748,248.8647581098504,8.720493664269265e-31,8.996068174213884e-31,9.509909418144216e-31,1.051962964645825e-30
cc-pvtz-dk,4.983991995997998,248.76484251892,6.340859965783551e-31,6.750583902028119e-31,7.515619131088869e-31,9.023134777047542e-31
cc-pvtz-dk,4.985992996498249,248.66500712511288,3.0424432719787043e-31,3.5105553316011314e-31,4.385282822844965e-31,6.111602030355095e-31
cc-pvtz-dk,4.987993996998499,248.56525183191252,8.736567336103981e-32,1.3304895157769052e-31,2.2118675514609513e-31,4.060995773189499e-31
cc-pvtz-dk,4.98999499749875,248.46557654295736,6.470162275779764e-32,1.0062991997206578e-31,1.7366383182648634e-31,3.411284313595501e-31
cc-pvtz-dk,4.991995997998999,248.36598116204027,3.0526893692211725e-32,5.029755442264687e-32,9.519431247879427e-32,2.1525982085537282e-31
cc-pvtz-dk,4.993996998499249,248.2664655931083,6.116307607507334e-33,1.3871278255850562e-32,3.691320260041169e-32,1.1621275809975264e-31
cc-pvtz-dk,4.995997998999499,248.16702974026236,5.4227713964243155e-33,1.2298395663642036e-32,3.2727565723841527e-32,1.0303523971707978e-31
cc-pvtz-dk,4.99799899949975,248.06767350775698,3.735075042577731e-33,8.470840341398979e-33,2.2541963325255764e-32,7.096820504494037e-32
cc-pvtz-dk,5.0,247.9683968,1.37667824957583e-33,3.1221920632644906e-33,8.308542735783553e-33,2.6157542534775953e-32
aug-cc-pvtz-dk,1.0,1239.841984,3.503858165017446e-30,5.719572603958277e-30,1.0660627675356912e-29,2.3600416087140631e-29
aug-cc-pvtz-dk,1.0020010005002502,1237.3660139870192,5.388773156706584e-31,1.239134506948222e-30,3.353090194201105e-30,1.0769790878867222e-29
aug-cc-pvtz-dk,1.0040020010005002,1234.89991331141,4.551935337305605e-31,1.0467058059091886e-30,2.832379337616268e-30,9.097319603423155e-30
aug-cc-pvtz-dk,1.0060030015007504,1232.443623081054,2.8239650158090475e-31,6.493634813980915e-31,1.7571735027464742e-30,5.6438658271687204e-30
aug-cc-pvtz-dk,1.0080040020010006,1229.9970848714638,5.247639358309289e-32,1.206681153540107e-31,3.265271623681512e-31,1.0487726399536265e-30
aug-cc-pvtz-dk,1.0100050025012506,1227.560240721149,1.3662892511703496e-29,1.3592739022945716e-29,1.345850116565092e-29,1.3182552567272767e-29
aug-cc-pvtz-dk,1.0120060030015008,1225.133033127039,5.197877090754557e-29,5.171188070714458e-29,5.120118951745184e-29,5.0151377483501494e-29
aug-cc-pvtz-dk,1.0140070035017508,1222.7154050399606,8.079978495060996e-29,8.038491036967415e-29,7.95910528470186e-29,7.795914456791313e-29
aug-cc-pvtz-dk,1.016008004002001,1220.3072998601674,9.531683310030726e-29,9.528379195928448e-29,9.520767552247024e-29,9.500005097036543e-29
aug-cc-pvtz-dk,1.0180090045022512,1217.9086614329237,9.53847422547313e-29,9.76675523135258e-29,1.0195735623843215e-28,1.1046499819992216e-28
aug-cc-pvtz-dk,1.0200100050025012,1215.5194340441392,7.70735922209001e-29,8.126539458716202e-29,8.915675905690731e-29,1.0486457891534627e-28
aug-cc-pvtz-dk,1.0220110055027514,1213.1395624160548,4.366064855644831e-29,4.8980495413380415e-29,5.900333865314026e-29,7.89855621384439e-29
aug-cc-pvtz-dk,1.0240120060030016,1210.7689917029797,1.0612098979332528e-29,1.622649017832478e-29,2.706205172699388e-29,4.970336036507711e-29
aug-cc-pvtz-dk,1.0260130065032516,1208.4076674870794,8.635119366829215e-30,1.3407790606396206e-29,2.299392152392549e-29,4.4499919103465757e-29
aug-cc-pvtz-dk,1.0280140070035018,1206.0555357742091,4.964397707274364e-30,7.962952046144412e-30,1.4433468957305125e-29,3.064233619159227e-29
aug-cc-pvtz-dk,1.030015007503752,1203.7125429898008,6.057031635446839e-31,1.392798822830068e-30,3.7689048679858046e-30,1.2105346089630819e-29
aug-cc-pvtz-dk,1.032016008004002,1201.378635974794,5.39865936334925e-31,1.2414078147007484e-30,3.35924175070337e-30,1.0789549064084996e-29
aug-cc-pvtz-dk,1.0340170085042522,1199.0537619816157,3.688240952927947e-31,8.48101506931081e-31,2.2949573517902334e-30,7.371173849556565e-30
aug-cc-pvtz-dk,1.0360180090045024,1196.7378686702075,1.239667889372435e-31,2.8505843801669154e-31,7.713663431438857e-31,2.4775516689122307e-30
aug-cc-pvtz-dk,1.0380190095047523,1194.4309041040963,3.99371338991542e-30,3.973207268890078e-30,3.9339690528496204e-30,3.853308269539848e-30
aug-cc-pvtz-dk,1.0400200100050025,1192.1328167465126,4.7562575207985605e-29,4.731836040630387e-29,4.685105831943804e-29,4.589043991797902e-29
aug-cc-pvtz-dk,1.0420210105052525,1189.843555456553,8.256411842532602e-29,8.214018469761896e-29,8.132899260653315e-29,7.96614501929278e-29
aug-cc-pvtz-dk,1.0440220110055027,1187.5630694853855,1.0213444246036e-28,1.0161002294562053e-28,1.0060655250917137e-28,9.854374946662906e-29
aug-cc-pvtz-dk,1.046023011505753,1185.291308472501,1.0704205276267053e-28,1.0897110322579304e-28,1.1259229525787972e-28,1.1975843589603153e-28
aug-cc-pvtz-dk,1.048024012006003,1183.0282224420048,9.168163928988233e-29,9.587839127892448e-29,1.0377696801799114e-28,1.1949065171558434e-28
aug-cc-pvtz-dk,1.0500250125062531,1180.7737617989517,5.844237361228359e-29,6.413040934338034e-29,7.484523202564034e-29,9.620015890259648e-29
aug-cc-pvtz-dk,1.0520260130065033,1178.527877325725,1.3605289311295214e-29,1.9868232648759356e-29,3.185370662340269e-29,5.649745698358243e-29
aug-cc-pvtz-dk,1.0540270135067533,1176.2905201784527,1.0304003872320534e-29,1.5930783062913975e-29,2.711237002234207e-29,5.174387451501185e-29
aug-cc-pvtz-dk,1.0560280140070035,1174.0616418834675,6.637882161840543e-30,1.0525656225590231e-29,1.871941033250149e-29,3.855688540750158e-29
aug-cc-pvtz-dk,1.0580290145072537,1171.841194333806,1.6380015807976413e-30,3.0116398168088424e-30,6.593948082631291e-30,1.7742675545048647e-29
aug-cc-pvtz-dk,1.0600300150075037,1169.6291297857479,6.318337754454086e-31,1.4528854918218073e-30,3.9314990169411186e-30,1.2627582260135423e-29
aug-cc-pvtz-dk,1.062031015507754,1167.4254008553933,4.670806561650621e-31,1.0740399377580634e-30,2.906345326744591e-30,9.334890974583482e-30
aug-cc-pvtz-dk,1.064032016008004,1165.2299605152798,2.0959998166018913e-31,4.819697589378349e-31,1.304207140979453e-30,4.188983104410816e-30
aug-cc-pvtz-dk,1.066033016508254,1163.042762091037,0.0,0.0,0.0,0.0
aug-cc-pvtz-dk,1.0680340170085043,1160.8637592580794,4.1160374349582844e-29,4.094903228883501e-29,4.054463179652295e-29,3.97133182514037e-29
aug-cc-pvtz-dk,1.0700350175087543,1158.6929060383357,8.287471737223792e-29,8.244918884315834e-29,8.163494511882021e-29,7.996112955741804e-29
aug-cc-pvtz-dk,1.0720360180090045,1156.5301567970134,1.0919522752439952e-28,1.086345537022221e-28,1.0756171108436962e-28,1.0535630180085731e-28
aug-cc-pvtz-dk,1.0740370185092547,1154.3754662394037,1.1878760279005386e-28,1.2023908682110637e-28,1.2295824883353246e-28,1.2831688434618756e-28
aug-cc-pvtz-dk,1.0760380190095047,1152.2287894077174,1.0735105286780372e-28,1.1145782532704683e-28,1.1918449635423432e-28,1.3454586627707107e-28
aug-cc-pvtz-dk,1.078039019509755,1150.090081677958,7.506785096886422e-29,8.107692063128976e-29,9.23945570330347e-29,1.1494311650269435e-28
aug-cc-pvtz-dk,1.080040020010005,1147.9592987568317,2.792715669129085e-29,3.478343106229987e-29,4.779125446279656e-29,7.408833364985757e-29
aug-cc-pvtz-dk,1.082041020510255,1145.836396678687,1.2112334437145042e-29,1.865599007846773e-29,3.1533959828078896e-29,5.942234213841861e-29
aug-cc-pvtz-dk,1.0840420210105053,1143.7213318024917,8.53715398617421e-30,1.3425696076065968e-29,2.3543451567717452e-29,4.737191991629013e-29
aug-cc-pvtz-dk,1.0860430215107553,1141.614060808844,3.2624863825694955e-30,5.5286744642890525e-30,1.0894374289953201e-29,2.600876018989063e-29
