r_obr_A,r_oh_A,theta_deg,nbf,t1_s,e_hf_Ha,e_ccsd_Ha,e_ccsdt_Ha,omega_app_eV,root0_sym,gap_any_eV,gap_app_eV,w1,status,wall_s
1.75,0.8,75.0,87,0.005906462418602465,-2679.846240295189,-2680.386012499745,-2680.405761238355,3.227222372644943,"A""",0.956903256060476,3.9575989079353504,0.9526,ok,263.71
1.7,1.2,130.0,87,0.007816572758951555,-2679.8573239182565,-2680.4018300975995,-2680.4223942094113,2.877340565298085,"A""",0.7025878490686676,2.830677462352183,0.9479,ok,472.51
1.7,1.25,100.0,87,0.006956171355259972,-2679.8545293226603,-2680.403697132677,-2680.424935103211,3.24587106425394,"A""",0.8644780777586998,1.8419758828265451,0.9472,ok,424.6
1.7,1.25,95.0,87,0.00687196540291991,-2679.8510598537605,-2680.4010486538523,-2680.422413609126,3.261638245530878,"A""",0.840552729261588,1.770049714387048,0.9472,ok,445.65
1.7,1.25,105.0,87,0.007094661807345572,-2679.856341305291,-2680.404838375669,-2680.4259874004065,3.209712581257215,"A""",0.8738381587958888,1.9391392831091032,0.9471,ok,452.45
1.7,1.25,110.0,87,0.007278664985784406,-2679.8565892912106,-2680.4045472998614,-2680.4256360068493,3.153498498112207,"A""",0.8678716674368945,2.0552324946303413,0.9469,ok,461.49
1.7,1.25,120.0,87,0.007775192371461299,-2679.852875478672,-2680.4000497369448,-2680.421076604431,2.9833832041947135,"A""",0.8091707707195721,2.3248507404452643,0.9461,ok,438.62
1.7,1.25,125.0,87,0.008093510551562147,-2679.849184440351,-2680.3960549211943,-2680.417069027416,2.8714076485078603,"A""",0.7572939141599551,2.47015841175372,0.9455,ok,421.8
1.75,0.8,90.0,87,0.00569238712144355,-2679.874184641647,-2680.4104399073067,-2680.4296563671896,3.3758659947065137,"A""",0.9290354354040208,3.918771959998352,0.9533,ok,279.16
1.7,1.25,115.0,87,0.007504902621630329,-2679.855390458044,-2680.402916973498,-2680.4239669028902,3.0777848478317997,"A""",0.8462624898081169,2.185226134739743,0.9465,ok,477.54
1.7,1.25,130.0,87,0.008465017875993129,-2679.8444670021427,-2680.3910504426835,-2680.4120564623304,2.7433166523907953,"A""",0.6919265959528573,2.6172094924121456,0.945,ok,427.61
1.75,0.8,80.0,87,0.005822128826788985,-2679.857843193216,-2680.39628380913,-2680.4158327434984,3.288359516122973,"A""",0.9536626960441423,3.9470667984444,0.9529,ok,425.35
1.75,0.8,85.0,87,0.005750838600686985,-2679.867095411983,-2680.4043651261704,-2680.423736464833,3.3382258841158077,"A""",0.9442627143822308,3.934193023230699,0.9531,ok,423.86
1.75,0.8,95.0,87,0.00564740778483385,-2679.8792762481453,-2680.4146690897414,-2680.433752633668,3.4003374699452844,"A""",0.9080060435900719,3.900957726855451,0.9535,ok,417.23
1.75,0.8,105.0,87,0.005600582122447787,-2679.8840698991326,-2680.4181785188102,-2680.437055675664,3.406654364205298,"A""",0.8478068259192263,3.8597104376151443,0.9537,ok,411.78
1.75,0.85,115.0,87,0.005705247207442673,-2679.9024489882922,-2680.4371905444555,-2680.4561619040455,3.322882792945208,"A""",0.7700378241706844,3.789690574785649,0.9536,ok,286.97
1.75,0.8,115.0,87,0.005614285182825225,-2679.8826453822135,-2680.416019433221,-2680.4347554861047,3.353407159672493,"A""",0.761751613620194,3.8139134014119778,0.9539,ok,421.45
1.75,0.8,100.0,87,0.005616625488552145,-2679.8825226704794,-2680.417201319416,-2680.436172406502,3.410809836485056,"A""",0.881013685486154,3.8811190604401067,0.9536,ok,461.97
1.75,0.8,110.0,87,0.005599716098834174,-2679.8840621120344,-2680.4177389333754,-2680.4365385116266,3.3875218113859917,"A""",0.8081210695120425,3.837178534309897,0.9538,ok,451.33
1.75,0.8,135.0,87,0.005819310876516828,-2679.8660583863048,-2680.399188856655,-2680.4177612206618,3.081607249499746,"A""",0.511716834062614,3.719680827946363,0.9541,ok,387.88
1.75,0.8,125.0,87,0.00568917121179201,-2679.876198447576,-2680.409296748083,-2680.427938224988,3.242224704075868,"A""",0.6488867330286061,3.766453874333036,0.954,ok,407.03
1.75,0.8,130.0,87,0.005748347196606932,-2679.8714988794563,-2680.404585893553,-2680.4231911038705,3.1672662022737184,"A""",0.5829746298892631,3.7428299991139977,0.9541,ok,415.68
1.75,0.8,120.0,87,0.0056441391061672255,-2679.879970972111,-2680.4131579992895,-2680.43184218519,3.3047005467882506,"A""",0.7086261882649977,3.7902427257138283,0.954,ok,448.34
1.75,0.85,75.0,87,0.0060050979482984875,-2679.86633456284,-2680.407710892952,-2680.42775582125,3.2336503895976727,"A""",0.9323965440105653,3.9360123954391915,0.9522,ok,408.46
1.75,0.9,90.0,87,0.005866649087617541,-2679.903828188681,-2680.4432026175623,-2680.4629467366,3.3542212681021737,"A""",0.9067755352426042,3.870407995031219,0.9526,ok,279.85
1.75,0.85,85.0,87,0.005834152072846803,-2679.887092877019,-2680.425900288935,-2680.4455391431975,3.3338400121743277,"A""",0.9285755967293766,3.913530997685797,0.9528,ok,438.98
1.75,0.85,80.0,87,0.005911414547831902,-2679.877884412844,-2680.4178965684164,-2680.4377260171977,3.2892516922445316,"A""",0.9333984139671576,3.9261378588789104,0.9525,ok,453.47
1.75,0.85,100.0,87,0.005696204783348483,-2679.9024244540033,-2680.438549225092,-2680.457764300494,3.392389584580826,"A""",0.8789041851485009,3.8590706015427325,0.9533,ok,433.63
1.75,0.85,105.0,87,0.005682626740367059,-2679.9039418028337,-2680.439470229701,-2680.45858737062,3.384056737234009,"A""",0.8496512828428038,3.8368830450788343,0.9534,ok,442.77
1.75,0.85,90.0,87,0.005772336815304741,-2679.894146461717,-2680.4319066131607,-2680.451380379905,3.3665088327496098,"A""",0.9180240886272529,3.897943949897332,0.953,ok,451.45
1.75,0.85,130.0,87,0.005860784504030134,-2679.8911589318354,-2680.425511905006,-2680.4443495726177,3.125105877341381,"A""",0.5962774209145904,3.7175729206101837,0.9537,ok,405.93
1.75,0.85,95.0,87,0.0057262090707722434,-2679.899207218099,-2680.4360743448283,-2680.455407499101,3.386313632307064,"A""",0.9015719119520795,3.8796204435245785,0.9531,ok,465.27
1.75,0.85,110.0,87,0.0056855854383673155,-2679.90390174181,-2680.4389726944287,-2680.4580094727526,3.36090857454829,"A""",0.8134564112129291,3.813604647498202,0.9535,ok,460.04
1.75,0.85,135.0,87,0.005940096426514327,-2679.885654401691,-2680.4200065432287,-2680.4388105201924,3.0354500210934576,"A""",0.5252832117122872,3.694436616249473,0.9537,ok,405.66
1.75,0.85,120.0,87,0.005741477812151921,-2679.8997335247254,-2680.4342587595984,-2680.453176993319,3.2703146378472385,"A""",0.7192583132457552,3.765507797833143,0.9536,ok,456.22
1.75,0.85,125.0,87,0.00579364220549262,-2679.895913600861,-2680.430316600545,-2680.4491912543294,3.2039756509975974,"A""",0.6612046217403494,3.7413691287801334,0.9536,ok,450.05
1.75,0.9,75.0,87,0.006123395065572606,-2679.8763205892656,-2680.419401816851,-2680.4397605616196,3.2351673776860785,"A""",0.9066788108484038,3.90892494875954,0.9518,ok,452.44
1.75,0.9,85.0,87,0.005931908915912098,-2679.896844709947,-2680.4372971620346,-2680.4572174178,3.3260968954585954,"A""",0.9122693771542895,3.8865263814701216,0.9524,ok,434.51
1.75,0.9,80.0,87,0.006016726690519732,-2679.8877341557436,-2680.4294226007196,-2680.449547955242,3.2861479724259213,"A""",0.912171059403464,3.8992976454616026,0.9521,ok,441.26
1.75,0.9,125.0,87,0.005931753807961354,-2679.905312357287,-2680.441137731101,-2680.4602605092614,3.1620705368077022,"A""",0.6750200674359537,3.7115256313318663,0.9532,ok,283.29
1.75,0.9,95.0,87,0.0058203991116567095,-2679.9088367673135,-2680.4472895026374,-2680.46688498315,3.3696167030293305,"A""",0.8952775246169516,3.8513845218165033,0.9528,ok,456.28
1.75,0.9,100.0,87,0.0057930083120027315,-2679.9120122883264,-2680.4496963934184,-2680.469168195236,3.3714109233192575,"A""",0.8772804323703216,3.83016048022231,0.9529,ok,431.5
1.75,0.9,105.0,87,0.005784305764346834,-2679.9134932320458,-2680.4505564217707,-2680.4699265357613,3.3588901747400337,"A""",0.8522837173605528,3.807439233111644,0.953,ok,432.89
1.75,0.9,110.0,87,0.0057940746625024615,-2679.913418540679,-2680.450000039547,-2680.469287399485,3.331602721493768,"A""",0.8198328741958038,3.7838060942628218,0.9531,ok,429.33
1.75,0.9,130.0,87,0.006011399683771621,-2679.9005062843526,-2680.436241725678,-2680.455327293833,3.0787952655866886,"A""",0.6111241642231161,3.688033130289138,0.9532,ok,368.76
1.75,0.95,105.0,87,0.005907405173489638,-2679.9156506556164,-2680.4543396305608,-2680.473975775442,3.3307775492457137,"A""",0.8557408322592783,3.7625057942616653,0.9526,ok,283.65
1.75,0.9,115.0,87,0.005822063017158027,-2679.911930294116,-2680.4481568054316,-2680.4673773412837,3.2894383490066854,"A""",0.7795684532433834,3.759714091689434,0.9532,ok,431.24
1.75,0.9,120.0,87,0.005868205263260399,-2679.909176212556,-2680.4451575771864,-2680.464324260489,3.2326851943174084,"A""",0.7312872053919888,3.735518613686077,0.9532,ok,427.94
1.75,0.9,135.0,87,0.00610402570540134,-2679.894940874813,-2680.430628826758,-2680.44968025053,2.984573943772476,"A""",0.540382425804782,3.665359094877257,0.9532,ok,407.75
1.75,0.95,80.0,87,0.006138412864058065,-2679.8902952949866,-2680.433735279102,-2680.4541708035235,3.278483627112808,"A""",0.8901497170628233,3.8585101778671556,0.9517,ok,441.21
1.75,0.95,100.0,87,0.005908105678166289,-2679.91420961982,-2680.453541396522,-2680.473282462747,3.347502111961796,"A""",0.8762125346250441,3.7841326710435794,0.9525,ok,431.98
1.75,0.95,75.0,87,0.006262496759356786,-2679.8790956812127,-2680.4239515624636,-2680.444640574264,3.231056909254902,"A""",0.8799294476106615,3.870699906356881,0.9513,ok,467.28
1.75,0.95,110.0,87,0.00592763806362529,-2679.915541396465,-2680.4537268006056,-2680.4732784549515,3.299211099235223,"A""",0.8272515637273817,3.7403562644735886,0.9527,ok,420.13
1.75,0.95,85.0,87,0.0060441421849876465,-2679.899260025844,-2680.4414366160427,-2680.461651183011,3.3145288111765026,"A""",0.895494675888187,3.8430769288556106,0.952,ok,483.06
1.75,0.95,95.0,87,0.005930478214703574,-2679.911084517459,-2680.451208276012,-2680.4710783224114,3.3498658060592397,"A""",0.8892233231519843,3.805054179688344,0.9524,ok,472.61
1.75,0.95,90.0,87,0.005975446166631307,-2679.906144662312,-2680.4472157162336,-2680.467242488129,3.3385930561697075,"A""",0.8954172546246656,3.8249331289859825,0.9522,ok,479.95
1.75,0.95,120.0,87,0.006028924809899135,-2679.9112317096065,-2680.44876578984,-2680.468196131127,3.1913637827046144,"A""",0.7446378900040975,3.6952486581585693,0.9527,ok,426.66
1.75,1.0,115.0,87,0.006147713654664025,-2679.9108498360583,-2680.4503165933234,-2680.4700801575605,3.211916543586295,"A""",0.80214348023338,3.6481772343686387,0.9522,ok,280.94
1.75,0.95,135.0,87,0.006319981949666202,-2679.8968553149584,-2680.433975002677,-2680.45329104265,2.9284089149475245,"A""",0.5568367563295437,3.629607311419397,0.9526,ok,421.84
1.75,0.95,125.0,87,0.006109194207515385,-2679.907329042151,-2680.444674056498,-2680.4640609135054,3.1160248448383547,"A""",0.6902198133785882,3.6727863861078083,0.9527,ok,445.88
1.75,0.95,130.0,87,0.006207314795101468,-2679.9024768693885,-2680.4396919180654,-2680.459042013461,3.0278093546849756,"A""",0.6273662261992937,3.6507898934780294,0.9526,ok,449.92
1.75,0.95,115.0,87,0.005968210388855135,-2679.9140202051117,-2680.451826919116,-2680.471311075787,3.2526563016290426,"A""",0.7903068482336265,3.7178626793520904,0.9527,ok,468.8
1.75,1.0,75.0,87,0.006423597734274366,-2679.8767528735502,-2680.42342821341,-2680.4444630841135,3.2204272640265788,"A""",0.8523160705434254,3.7945505743124066,0.9507,ok,469.24
1.75,1.0,80.0,87,0.006276933461272211,-2679.8876690644697,-2680.4329124537394,-2680.4536716362013,3.2655209251977753,"A""",0.8675165516573654,3.7632621441401053,0.9512,ok,488.8
1.75,1.0,90.0,87,0.006099054043216868,-2679.9032113517683,-2680.4460406911057,-2680.466362162293,3.3190466605714635,"A""",0.8840915859140624,3.7108158275883416,0.9518,ok,478.87
1.75,1.0,85.0,87,0.006171032992122417,-2679.896447824172,-2680.4404056650415,-2680.460926893815,3.2984991907036947,"A""",0.8784215349406355,3.7336190853426747,0.9515,ok,487.99
1.75,1.0,95.0,87,0.006057221645120843,-2679.9080709803548,-2680.449931682315,-2680.470088619724,3.3265105077719412,"A""",0.883513815852216,3.6951789599717833,0.952,ok,492.41
1.75,1.0,110.0,87,0.006089306379203527,-2679.9123996718595,-2680.4522659437407,-2680.4720966629907,3.263148070889015,"A""",0.8356639359207927,3.661770997500684,0.9522,ok,422.05
1.75,1.0,105.0,87,0.0060540801025271325,-2679.9125412455455,-2680.4529296435276,-2680.472845628376,3.2991589397770755,"A""",0.8600304741753655,3.6733961260727086,0.9522,ok,439.63
1.75,1.05,85.0,87,0.006312979421926704,-2679.8899432189337,-2680.43572653828,-2680.456566648094,3.2770817689951124,"A""",0.8612222878337249,3.447659702995632,0.951,ok,323.69
1.75,1.0,100.0,87,0.006042905615396776,-2679.911140767431,-2680.4521901505886,-2680.4722134447757,3.320116556765643,"A""",0.8757595707066269,3.683813442043031,0.9521,ok,481.14
1.75,1.0,125.0,87,0.0063321765072623685,-2679.9040976414312,-2680.443046368033,-2680.462715094367,3.065133600402386,"A""",0.706564354176375,3.6161272768431223,0.952,ok,428.91
1.75,1.0,130.0,87,0.006456636387662905,-2679.899206025968,-2680.437985995342,-2680.457619303446,2.9713961702735334,"A""",0.6447015812955152,3.5989125239171136,0.9519,ok,418.22
1.75,1.0,120.0,87,0.0062287370124977,-2679.908032623379,-2680.4472016411214,-2680.4669124517823,3.145689712151572,"A""",0.7591364638630406,3.632773614279278,0.9521,ok,465.79
1.75,1.05,75.0,87,0.006607838811483562,-2679.870808379932,-2680.419331484982,-2680.4407272382164,3.202072135383073,"A""",0.8239487266010799,3.572887403638269,0.9501,ok,465.35
1.75,1.05,80.0,87,0.006432867697717199,-2679.8813818282324,-2680.428465976412,-2680.4495618796163,3.2462164097495947,"A""",0.8444406248011765,3.4947295368838223,0.9506,ok,443.75
1.75,1.05,95.0,87,0.006201791532653911,-2679.90134317957,-2680.4449964296728,-2680.4654532518925,3.298732694311062,"A""",0.8782367268426304,3.4330087206210553,0.9514,ok,448.99
1.75,1.1,80.0,87,0.006606999831285187,-2679.872546180503,-2680.421503052229,-2680.4429486773233,3.218999381933369,"A""",0.8210065386161118,3.1004534067965173,0.9499,ok,314.56
1.75,1.05,90.0,87,0.006238108689297317,-2679.8965702137602,-2680.4412080023494,-2680.461836475479,3.2947284610680607,"A""",0.8729396030464438,3.42931766783027,0.9513,ok,474.73
1.75,1.05,100.0,87,0.006199254766737325,-2679.904356413831,-2680.4471840503547,-2680.4675036029066,3.28844268768985,"A""",0.8759408424758058,3.4507845170827345,0.9516,ok,474.45
1.75,1.05,105.0,87,0.006226947448208623,-2679.905718342974,-2680.4478714628685,-2680.468082533689,3.263208296195248,"A""",0.8650915543636392,3.4744666757086877,0.9516,ok,454.84
1.75,1.05,110.0,87,0.006282530841270378,-2679.9055486785646,-2680.4471653666405,-2680.4672916959817,3.2225586785903904,"A""",0.8449180408998712,3.4967422472836116,0.9516,ok,441.79
1.75,1.05,120.0,87,0.006473272978450611,-2679.901137116781,-2680.442017919222,-2680.4620283778113,3.09472902192384,"A""",0.7744227132007604,3.5209178329581494,0.9514,ok,449.62
1.75,1.05,115.0,87,0.0063647737386279745,-2679.903976042219,-2680.4451762319068,-2680.4652370751382,3.166326531676536,"A""",0.8148261691942266,3.512745546317579,0.9515,ok,483.58
1.75,1.05,125.0,87,0.006607791208612875,-2679.8971775297123,-2680.4378099470914,-2680.4577809762795,3.00842142058476,"A""",0.7235829753334273,3.522199964146395,0.9513,ok,461.15
1.75,1.15,75.0,87,0.0070502489126482645,-2679.852219491399,-2680.4044974526296,-2680.4266593470543,3.1343061886037074,"A""",0.7643501772434854,2.787117141330501,0.9485,ok,297.63
1.75,1.1,75.0,87,0.006816325320231246,-2679.8623633286566,-2680.412754577,-2680.4345259697357,3.174246068950408,"A""",0.7947750828077359,3.1963203210729865,0.9494,ok,453.82
1.75,1.05,130.0,87,0.006767830222532194,-2679.8922543604303,-2680.432682026177,-2680.452620146898,2.9085417542863907,"A""",0.6625543334427004,3.5185232850197172,0.9511,ok,471.39
1.75,1.05,135.0,87,0.006949628251706577,-2679.8865401580088,-2680.4267796904282,-2680.446686482791,2.796756403453007,"A""",0.5920835473875148,3.5118110380383816,0.951,ok,471.95
1.75,1.1,85.0,87,0.006470737001163967,-2679.8808680681113,-2680.4285176299986,-2680.449689162249,3.24885656255905,"A""",0.8440169632638598,3.053197724017003,0.9503,ok,502.22
1.75,1.1,90.0,87,0.006393724514037534,-2679.8873499734464,-2680.4338443885144,-2680.4547929652613,3.2643252565033936,"A""",0.8620495151255018,3.044369172765057,0.9506,ok,506.31
1.75,1.1,100.0,87,0.0063795662516173786,-2679.8949935164514,-2680.439660085769,-2680.460291653612,3.2512547490172126,"A""",0.876665076589523,3.104977856931056,0.9509,ok,496.9
1.75,1.1,130.0,87,0.007150255130917511,-2679.882767797961,-2680.4249322831847,-2680.4452006474453,2.8379288959929267,"A""",0.6798761737645865,3.38744784888148,0.9501,ok,423.73
1.75,1.1,95.0,87,0.006365901634696514,-2679.8920346943364,-2680.4375352333786,-2680.458306215125,3.265281334162322,"A""",0.8734053156597391,3.0644300252589476,0.9508,ok,508.37
1.75,1.1,135.0,87,0.007386309394639911,-2679.877019751481,-2680.4189550172086,-2680.4391954144644,2.7189072386891877,"A""",0.6090366283470586,3.4037040494624313,0.9499,ok,430.14
1.75,1.1,105.0,87,0.006429148140003931,-2679.8963212684807,-2680.440305224301,-2680.4608287520077,3.2216982222701858,"A""",0.8707052701329734,3.1583796910756354,0.9509,ok,501.6
1.75,1.1,115.0,87,0.006624237101634016,-2679.8945412171756,-2680.437550640742,-2680.4579294427926,3.114614867619855,"A""",0.827824078292313,3.274445297104492,0.9507,ok,493.51
1.75,1.1,120.0,87,0.006768098484431416,-2679.8916887528458,-2680.434361610455,-2680.4546940220366,3.0371859215050265,"A""",0.7897894897799935,3.3237297595042268,0.9505,ok,490.0
1.75,1.1,125.0,87,0.006943244729521966,-2679.887713412136,-2680.430114217208,-2680.4504114396627,2.9445761693893058,"A""",0.7403903622310801,3.3614934460786894,0.9503,ok,482.18
1.75,1.1,110.0,87,0.006511216934461384,-2679.896129463932,-2680.439567693935,-2680.4600086600567,3.176197128925288,"A""",0.8546477357857938,3.217267201738157,0.9508,ok,510.52
1.75,1.15,115.0,87,0.0069310916505763934,-2679.883387233432,-2680.4282904328034,-2680.449011481232,3.054990680222326,"A""",0.840050791996953,2.965308444957542,0.9497,ok,309.61
1.75,1.15,85.0,87,0.006645637281886181,-2679.870045806831,-2680.419605921297,-2680.4411222804583,3.211566741172663,"A""",0.826720125409691,2.639144746351638,0.9496,ok,454.06
1.75,1.15,90.0,87,0.00656772110787236,-2679.8763806812804,-2680.4247849788767,-2680.4460681969035,3.225757844327726,"A""",0.851309508036525,2.6381661271290926,0.9499,ok,456.96
1.75,1.15,80.0,87,0.006800506094474838,-2679.8619761555738,-2680.4128390314445,-2680.434647751567,3.181403177750526,"A""",0.7970333642873151,2.6841585342926493,0.9491,ok,494.98
1.75,1.15,95.0,87,0.006552023975136914,-2679.880980014424,-2680.4283887079855,-2680.4494901095377,3.2242030847573586,"A""",0.8688006704428618,2.6698351264847866,0.95,ok,504.16
1.75,1.15,105.0,87,0.006664393014588098,-2679.885189403106,-2680.431077772377,-2680.4519340108177,3.1727956030537126,"A""",0.8762861526470364,2.7969792706751035,0.95,ok,448.39
1.75,1.2,90.0,87,0.006762899513388208,-2679.8642752762426,-2680.414651619863,-2680.436286250879,3.175681629070408,"A""",0.840004907709732,2.24577075141026,0.9488,ok,282.95
1.75,1.15,100.0,87,0.006586953715189919,-2679.883889491331,-2680.430462540118,-2680.4514243469316,3.2066770288371433,"A""",0.8775509539325393,2.7251789922642358,0.9501,ok,475.19
1.75,1.15,110.0,87,0.0067796668428960725,-2679.8849828009193,-2680.430321743521,-2680.451099627023,3.122253469889428,"A""",0.8640295262108422,2.8789983227105025,0.9499,ok,480.3
1.75,1.15,120.0,87,0.007119162671477406,-2679.880530406471,-2680.4250852697037,-2680.4457659147306,2.971297723258322,"A""",0.8038765439918035,3.0499456151692335,0.9494,ok,465.76
1.75,1.15,135.0,87,0.007919813263005566,-2679.8658197558552,-2680.40955878063,-2680.430165213794,2.631059445344534,"A""",0.6231495715708544,3.244402832507406,0.9484,ok,446.74
1.75,1.15,130.0,87,0.007612857337188,-2679.8715914666764,-2680.415594527932,-2680.436223473249,2.7579147142085447,"A""",0.694819925150507,3.192635527223109,0.9488,ok,456.86
1.75,1.15,125.0,87,0.007345627849814802,-2679.8765492144153,-2680.4208140655783,-2680.441465769732,2.8718826132383177,"A""",0.7553633283495303,3.127191782407489,0.9491,ok,483.79
1.75,1.2,75.0,87,0.0073116122650595675,-2679.8409617669163,-2680.395146151931,-2680.4177139854373,3.078172561614213,"A""",0.7313407596594527,2.3955580974516604,0.9474,ok,436.73
1.75,1.2,85.0,87,0.0068399159069728495,-2679.858083221051,-2680.409605601033,-2680.431481751168,3.1615544232186537,"A""",0.8086262191875869,2.241316744910688,0.9485,ok,461.17
1.75,1.2,95.0,87,0.0067635444915154245,-2679.8687959437225,-2680.418183475872,-2680.4396343957906,3.1724162530934668,"A""",0.8635550503551699,2.2860565074775776,0.9489,ok,451.76
1.75,1.2,80.0,87,0.007015310853231499,-2679.8502692930533,-2680.4030764373088,-2680.4252625737927,3.129472999632973,"A""",0.7716196639872905,2.2857198041983575,0.948,ok,479.13
1.75,1.25,100.0,87,0.00709902770947638,-2679.8587740845733,-2680.409405374533,-2680.4310967405045,3.082363556992137,"A""",0.8735427457233609,2.0129245117333263,0.9473,ok,294.46
1.75,1.2,100.0,87,0.006825272345604564,-2679.8716635090022,-2680.420220965188,-2680.4415345779134,3.151829494618609,"A""",0.8774799860005826,2.3524023871788766,0.9489,ok,492.48
1.75,1.2,105.0,87,0.0069368703226278,-2679.872943386035,-2680.4208205353066,-2680.442033505879,3.113775260658583,"A""",0.8803962024161563,2.4374733696578996,0.9488,ok,497.99
1.75,1.25,75.0,87,0.007603641782118531,-2679.8290166943925,-2680.3851297899655,-2680.4081202523193,2.9996632729584363,"A""",0.6925679981768845,2.0512079958958935,0.9459,ok,422.23
1.75,1.2,110.0,87,0.007092361866033264,-2679.872730313787,-2680.4200603511576,-2680.4412015848975,3.0581336580954273,"A""",0.8712593332393574,2.5354730891095145,0.9486,ok,481.31
1.75,1.2,125.0,87,0.007821292440458698,-2679.8643089714737,-2680.410547540028,-2680.431587544617,2.788202941293448,"A""",0.7656096629461473,2.8569162143104103,0.9475,ok,460.18
1.75,1.2,120.0,87,0.007531894256238521,-2679.8682852353318,-2680.414824770063,-2680.435884916877,2.8947481370008314,"A""",0.8141157640202705,2.750192059150907,0.9479,ok,474.88
1.75,1.25,80.0,87,0.007254553395275407,-2679.8378647806635,-2680.3926612073346,-2680.4152407931865,3.0569337394278335,"A""",0.7420790799298095,1.9330933066167992,0.9465,ok,421.72
1.75,1.2,130.0,87,0.008163513566401354,-2679.859350490052,-2680.4053096585494,-2680.4263357441378,2.666576918291935,"A""",0.7042638549215651,2.9564240181295243,0.9471,ok,476.23
1.75,1.2,115.0,87,0.007290133418253158,-2679.87113649192,-2680.4180298084557,-2680.439121929007,2.984989621111333,"A""",0.8493146805448931,2.641349802764975,0.9483,ok,489.3
1.75,1.2,135.0,87,0.00856048621633737,-2679.853566653286,-2680.399235522356,-2680.420247524988,2.5315424450479727,"A""",0.6311999140632909,3.0443625051817667,0.9466,ok,456.43
1.75,1.25,130.0,87,0.008807810318748546,-2679.846507239983,-2680.3945566082166,-2680.4160241293043,2.5619139579889514,"A""",0.70331261554764,2.7188868016575354,0.9447,ok,296.24
1.75,1.25,95.0,87,0.007004868075324405,-2679.8559392492243,-2680.407387510344,-2680.429210924659,3.1051082894490754,"A""",0.8551067227975439,1.938610693194824,0.9473,ok,457.21
1.75,1.25,90.0,87,0.006983313892605778,-2679.851487337904,-2680.4039084488536,-2680.4259144998814,3.108751420401959,"A""",0.8257706204463723,1.892912590851578,0.9472,ok,462.37
1.75,1.25,85.0,87,0.007057133252727615,-2679.8454283622978,-2680.3989739465937,-2680.4212273176163,3.092929495167377,"A""",0.787345383124636,1.8863550732232715,0.9469,ok,467.87
1.75,1.25,105.0,87,0.0072510029086396,-2679.8600426755334,-2680.410004655998,-2680.431603176635,3.0406892691624563,"A""",0.8796875269397703,2.1081525428864523,0.9471,ok,446.09
1.75,1.25,110.0,87,0.007453566668587267,-2679.85983200746,-2680.4092554683652,-2680.430791671671,2.980254093301992,"A""",0.8725154101374288,2.218485480819726,0.9468,ok,442.0
1.8,0.8,75.0,87,0.006060657545737695,-2679.8515872548764,-2680.3925458816766,-2680.4127283563244,2.9556553599312534,"A""",0.9511324951397778,3.5749662847110835,0.9505,ok,382.21
1.75,1.25,115.0,87,0.007705573935894913,-2679.858249410883,-2680.407241642271,-2680.4287392781634,2.901386258963993,"A""",0.8513430046410531,2.339161774705775,0.9464,ok,498.8
1.75,1.25,125.0,87,0.008374935097457981,-2679.8514541777336,-2680.399790808523,-2680.4212597580517,2.691092545964162,"A""",0.7662712085012489,2.5939406747698697,0.9453,ok,448.32
1.8,0.8,125.0,87,0.005949700116157153,-2679.8749859916506,-2680.4095007198366,-2680.428593213358,2.9358098648651687,"A""",0.6365647283890036,3.3923291668842763,0.9519,ok,258.58
1.8,0.8,80.0,87,0.0059805286652810825,-2679.8620047149916,-2680.401675650892,-2680.4216570973613,3.015993571597107,"A""",0.9429222600263578,3.563656718704602,0.9507,ok,407.83
1.75,1.25,120.0,87,0.008010281498995584,-2679.85541411464,-2680.404054296037,-2680.425531345891,2.8046860713589665,"A""",0.8158698325409282,2.4657993574417896,0.9459,ok,494.57
1.8,0.8,85.0,87,0.0059132383847313175,-2679.8702439007197,-2680.4087773761903,-2680.428580368218,3.064301573877841,"A""",0.9295813875424898,3.550816066079967,0.9509,ok,412.61
1.8,0.8,105.0,87,0.005785716482466697,-2679.8844180907154,-2680.419882167227,-2680.4391937078494,3.120126016872676,"A""",0.8279932845092183,3.4811528486252525,0.9516,ok,375.14
1.8,0.8,90.0,87,0.005858879927974974,-2679.8764648497636,-2680.4140105865404,-2680.433658307617,3.099681708179765,"A""",0.911500172941435,3.5360998050000676,0.9511,ok,406.5
1.8,0.8,100.0,87,0.005793727328912539,-2679.883419137244,-2680.4194327574473,-2680.438836336323,3.1282565254155497,"A""",0.8609792555516833,3.5010675300911016,0.9515,ok,407.73
1.8,0.8,95.0,87,0.005818580074386583,-2679.8808116167547,-2680.4175180182096,-2680.4370330536653,3.1212546410244055,"A""",0.8887023564143504,3.5194667888312194,0.9513,ok,414.36
1.8,0.8,115.0,87,0.005825926632701329,-2679.882113262522,-2680.416879708428,-2680.436056849036,3.0576615421663305,"A""",0.7447141046435882,3.437953481779308,0.9518,ok,367.45
1.8,0.85,115.0,87,0.005920972093835981,-2679.9020182051495,-2680.438175636646,-2680.4575940801583,3.0312731875911187,"A""",0.7539728328077319,3.4217136550962466,0.9514,ok,253.66
1.8,0.8,110.0,87,0.00579605205604205,-2679.883938581538,-2680.4189902504813,-2680.4382270761485,3.0965778226587384,"A""",0.789358667987734,3.460013866156428,0.9517,ok,405.73
