E_eV,lambda_nm,sigma_200K,sigma_250K,sigma_298K
1.582041020510255,783.6977473568379,1.0735612831182973e-33,1.0633680632465049e-33,1.0481003800698e-33
1.5840420210105053,782.707761255645,0.0,0.0,0.0
1.5860430215107553,781.720273148084,0.0,0.0,0.0
1.5880440220110055,780.7352735914317,0.0,0.0,0.0
1.5900450225112557,779.7527531904985,9.655739104020253e-36,7.837626993542239e-35,2.9956761792902046e-34
1.5920460230115057,778.7727025973292,1.0046592179364743e-34,3.977666178615158e-34,1.0956711421159602e-33
1.5940470235117559,777.7951125109054,4.548249155629202e-34,1.4499854021877475e-33,3.262992063973311e-33
1.596048024012006,776.8199736768531,7.280407880653479e-34,2.2422904008687057e-33,4.8422320205629556e-33
1.598049024512256,775.8472768871497,3.7875669473882184e-33,5.51131691423365e-33,8.371232407939902e-33
1.6000500250125063,774.8770129798343,7.822045386700591e-33,9.412009374835796e-33,1.1963662630675535e-32
1.6020510255127565,773.9091728387197,1.0420937994668406e-32,1.1569234201466833e-32,1.3317113259850377e-32
1.6040520260130064,772.9437473931077,1.1067721116342335e-32,1.160380003324781e-32,1.2384028410139797e-32
1.6060530265132567,771.980727617505,9.633880620879837e-33,9.542409118571191e-33,9.405400603645469e-33
1.6080540270135066,771.0201045313423,6.67505205752606e-33,6.611673958531663e-33,6.516744510530053e-33
1.6100550275137568,770.061869198695,2.387890792908065e-33,2.365218313688955e-33,2.3312588549603435e-33
1.612056028014007,769.1060127280061,0.0,0.0,0.0
1.614057028514257,768.1525262718116,0.0,0.0,0.0
1.6160580290145072,767.2014010264664,0.0,0.0,0.0
1.6180590295147574,766.2526282318751,6.424096557842947e-36,5.214481465215659e-35,1.9930647280825653e-34
1.6200600300150074,765.3061991712212,2.0215213388441485e-35,1.6408821782218393e-34,6.271734618617504e-34
1.6220610305152576,764.3621051707015,4.145208939745334e-34,1.3441385394104513e-33,3.083407131958595e-33
1.6240620310155078,763.4203375992606,7.55174830764414e-34,2.3413404932594277e-33,5.097606371325625e-33
1.6260630315157578,762.480887868328,2.961740512813588e-33,4.8925192184983315e-33,8.126573455175768e-33
1.628064032016008,761.5437474315562,7.767528777374319e-33,9.648376803971818e-33,1.2703352698593226e-32
