r_ocl_A,r_oh_A,theta_deg,ncas,nelecas,conv_cas,e_casscf_Ha,e_nevpt2_Ha,s2,gap_app_eV,status,wall_s
2.4,0.95,135.0,6,10,True,-536.1785256330243,-536.6443267902872,2.0000000000000004,0.49931898300607186,ok,4.25
2.4,0.95,125.0,6,10,True,-536.1795437186702,-536.6460481001178,1.9999999999999991,0.5015169041845912,ok,4.33
2.4,1.0,85.0,6,10,True,-536.1784175524866,-536.6487019793226,2.000000000000001,0.5135885291095452,ok,4.35
2.4,1.05,85.0,6,10,True,-536.1724147498857,-536.6444671853463,2.0000000000000013,0.5155479246016101,ok,3.88
2.4,1.0,135.0,6,10,True,-536.1764761211936,-536.6439968933062,2.000000000000001,0.49639134788791567,ok,4.08
2.4,1.05,95.0,6,10,True,-536.1731303128856,-536.6446616145533,2.0,0.5110388522760445,ok,3.97
2.4,1.05,105.0,6,10,True,-536.1730674997387,-536.6440919150592,2.0000000000000004,0.5069412354469309,ok,3.96
2.4,1.05,75.0,6,10,True,-536.170602096199,-536.6433668511584,2.0,0.521709689814343,ok,4.16
2.4,1.05,115.0,6,10,True,-536.1724963468172,-536.6430022770467,2.000000000000001,0.5028723510072611,ok,4.19
2.4,1.05,125.0,6,10,True,-536.171624134076,-536.6415414847531,2.0,0.4985053620603771,ok,4.21
2.4,1.05,135.0,6,10,True,-536.1706024496866,-536.6398388764491,2.0,0.49297178321213236,ok,4.25
2.4,1.1,135.0,6,10,True,-536.1620379445916,-536.6329900454554,2.0000000000000013,0.4891066173680726,ok,4.12
2.4,1.2,85.0,6,10,True,-536.1413648225861,-536.6184938902354,2.000000000000001,0.5181075133004677,ok,2.58
2.4,1.1,85.0,6,10,True,-536.1637151746044,-536.6374894399181,2.0,0.5169302140963608,ok,4.31
2.4,1.1,125.0,6,10,True,-536.163054674433,-536.6346745009353,1.9999999999999998,0.49625030243197604,ok,4.21
2.4,1.1,115.0,6,10,True,-536.163913379098,-536.6361191954006,1.9999999999999998,0.5018215318225806,ok,4.21
