r_ocl_A,r_oh_A,theta_deg,ncas,nelecas,conv_cas,e_casscf_Ha,e_nevpt2_Ha,s2,gap_app_eV,status,wall_s
2.4,1.1,75.0,6,10,True,-536.1618266166491,-536.6363620762363,2.000000000000001,0.524905448909727,ok,4.37
2.4,1.1,95.0,6,10,True,-536.1644872194286,-536.6376884476324,1.9999999999999996,0.5115252215816607,ok,4.31
2.4,1.1,105.0,6,10,True,-536.1644612545467,-536.637174191869,2.0,0.5067419543485364,ok,4.32
2.4,1.15,95.0,6,10,True,-536.1539827232664,-536.6288422568484,2.0,0.5114803937315684,ok,4.11
2.4,1.15,75.0,6,10,True,-536.1512060880427,-536.6275457125124,1.9999999999999984,0.5276148065293933,ok,4.33
2.4,1.15,85.0,6,10,True,-536.153158349058,-536.6286187784682,2.0000000000000004,0.5177721034723708,ok,4.19
2.4,1.15,115.0,6,10,True,-536.1534707201668,-536.6273484669614,2.0,0.5002891113100846,ok,4.2
2.4,1.2,95.0,6,10,True,-536.1422375858652,-536.6187463461256,2.0,0.5109441810469778,ok,2.61
2.4,1.15,125.0,6,10,True,-536.1526290368422,-536.625925702101,1.9999999999999996,0.49355165557522396,ok,4.21
2.4,1.15,135.0,6,10,True,-536.1516216511299,-536.6242659971806,2.0,0.4848452159534826,ok,4.15
2.4,1.2,75.0,6,10,True,-536.1393608118971,-536.6174620246456,2.0,0.5298571570249249,ok,4.0
2.4,1.2,105.0,6,10,True,-536.1422842958802,-536.6183051586593,2.0,0.5048547689633429,ok,3.75
2.4,1.2,115.0,6,10,True,-536.1417889299692,-536.6173163051828,1.9999999999999998,0.49831819675926275,ok,3.76
2.4,1.2,125.0,6,10,True,-536.1409675707752,-536.6159199794295,1.9999999999999998,0.49045460138921354,ok,3.72
2.4,1.2,135.0,6,10,True,-536.1399738140093,-536.6142888451209,1.9999999999999998,0.48023978561082187,ok,3.86
2.4,1.25,75.0,6,10,True,-536.1267489123238,-536.6065699874741,2.000000000000001,0.5316464824245326,ok,3.96
2.4,1.25,85.0,6,10,True,-536.1287934970135,-536.607570332723,2.0000000000000004,0.5179717858076313,ok,3.94
2.5,0.8,125.0,6,10,True,-536.1466810013068,-536.6057823582997,1.9999999999999998,0.3826141152766093,ok,2.9
2.4,1.25,105.0,6,10,True,-536.1297936816865,-536.6074361878893,2.0,0.5032628423755374,ok,3.7
2.4,1.25,95.0,6,10,True,-536.1297109036641,-536.6078450982698,2.000000000000001,0.5099616122562748,ok,3.81
2.4,1.25,115.0,6,10,True,-536.1293269993262,-536.6064825288519,1.9999999999999996,0.4959602448801453,ok,3.73
2.5,0.9,95.0,6,10,True,-536.1795758591105,-536.6432576556849,2.0,0.3779852963235035,ok,2.78
2.4,1.25,125.0,6,10,True,-536.1285290840734,-536.6051220577901,1.9999999999999998,0.4870119954404685,ok,3.8
2.4,1.25,135.0,6,10,True,-536.1275530189557,-536.6035234294892,1.9999999999999991,0.4753453208919933,ok,3.79
2.5,0.8,75.0,6,10,True,-536.1466810268868,-536.607576511197,1.9999999999999998,0.3661001278684912,ok,4.79
2.5,0.8,85.0,6,10,True,-536.1476067303755,-536.608241963243,1.9999999999999991,0.370056620469928,ok,4.74
2.5,0.8,95.0,6,10,True,-536.1478939098259,-536.6082069775897,2.0,0.3727287567036279,ok,4.74
2.5,0.9,75.0,6,10,True,-536.1780531729247,-536.6423963178954,1.9999999999999996,0.37513182684542073,ok,4.5
2.5,0.85,95.0,6,10,True,-536.168883215457,-536.6308432392265,1.9999999999999996,0.37557592886964203,ok,4.71
2.5,0.85,75.0,6,10,True,-536.1675115216777,-536.6300963505383,1.9999999999999998,0.3707912164011258,ok,4.73
2.5,0.85,85.0,6,10,True,-536.1685399008852,-536.6308065592899,2.0000000000000004,0.37366612452798265,ok,4.72
2.5,0.8,135.0,6,10,True,-536.1460004935342,-536.6045735597064,1.9999999999999993,0.38661498957254253,ok,4.76
2.5,0.9,85.0,6,10,True,-536.179178880879,-536.6431495739472,2.0000000000000004,0.3768520016203033,ok,4.51
2.5,0.85,125.0,6,10,True,-536.1676894070551,-536.6284106198499,1.9999999999999998,0.3827133736329974,ok,4.69
2.5,0.8,105.0,6,10,True,-536.1477353174436,-536.6077175487352,1.9999999999999993,0.37531707728458263,ok,5.0
2.5,0.9,105.0,6,10,True,-536.1794657990291,-536.6427690853576,2.000000000000001,0.3791114145789853,ok,4.6
2.5,0.85,115.0,6,10,True,-536.1683079975621,-536.6295118321152,2.0000000000000013,0.37981672364047037,ok,4.96
2.5,0.85,135.0,6,10,True,-536.1669900346955,-536.6271867979978,2.0000000000000004,0.3853361535898968,ok,4.94
2.5,0.85,105.0,6,10,True,-536.1687493549837,-536.6303607747982,1.9999999999999998,0.37743323659554695,ok,5.08
2.5,0.9,115.0,6,10,True,-536.1790287796682,-536.6419152777192,1.9999999999999993,0.3806052035667478,ok,4.71
2.5,0.9,125.0,6,10,True,-536.1784016233349,-536.640805838269,2.0,0.3823522253075951,ok,4.45
2.5,1.0,105.0,6,10,True,-536.1806583959625,-536.6473577281791,2.000000000000001,0.38107114677281767,ok,2.56
2.5,0.95,135.0,6,10,True,-536.1809471698715,-536.6445492979592,2.0,0.38134269207545507,ok,2.86
2.5,0.9,135.0,6,10,True,-536.1776853409914,-536.6395720601785,2.0,0.3835715663765551,ok,4.38
2.5,0.95,75.0,6,10,True,-536.1811668054469,-536.6473010307019,1.9999999999999998,0.3791069333200373,ok,4.65
2.5,0.95,105.0,6,10,True,-536.1827432763974,-536.6477640220177,2.0000000000000004,0.3803275222418373,ok,4.11
2.5,0.95,85.0,6,10,True,-536.1823827491639,-536.648125052999,2.0,0.37959031077527566,ok,4.59
2.5,0.95,95.0,6,10,True,-536.1828303494582,-536.6482492713045,1.9999999999999996,0.3799306655399335,ok,4.59
2.5,1.0,75.0,6,10,True,-536.1789300390462,-536.6468556489244,1.999999999999997,0.38270985554361,ok,4.21
2.5,1.0,115.0,6,10,True,-536.1802330569616,-536.6464881361534,2.0,0.3808045443711679,ok,3.98
2.5,0.95,125.0,6,10,True,-536.1816778382172,-536.6457883253215,1.999999999999999,0.3815348703934674,ok,4.43
2.5,1.0,95.0,6,10,True,-536.1807229978823,-536.6478371861278,1.9999999999999998,0.3813974698016782,ok,4.14
2.5,1.0,125.0,6,10,True,-536.1795955881306,-536.6453783058781,2.000000000000001,0.38027193213934424,ok,3.97
2.5,1.0,85.0,6,10,True,-536.180228219866,-536.647697946171,2.0000000000000004,0.3818706052512678,ok,4.22
2.5,1.15,115.0,6,10,True,-536.1552510853805,-536.6264499073137,1.9999999999999987,0.37783478639832707,ok,2.42
2.5,1.15,105.0,6,10,True,-536.1556474869247,-536.6272504369019,2.0,0.38059359019103206,ok,2.55
2.5,1.0,135.0,6,10,True,-536.17885371558,-536.6441312612131,1.9999999999999987,0.37868110417025064,ok,4.19
2.5,1.05,75.0,6,10,True,-536.1728732207192,-536.6425685559838,1.9999999999999984,0.3859414150463014,ok,4.21
2.5,1.05,85.0,6,10,True,-536.1742449026365,-536.6434183347347,1.9999999999999991,0.38369284521848296,ok,4.15
2.5,1.05,95.0,6,10,True,-536.1747836292097,-536.6435688472094,2.0000000000000004,0.3823925686350163,ok,4.19
2.5,1.05,105.0,6,10,True,-536.1747409412608,-536.6430971194364,2.0000000000000018,0.38134929949690793,ok,4.21
2.5,1.05,135.0,6,10,True,-536.1729352698103,-536.6398897111778,2.000000000000001,0.3756250074948624,ok,4.21
2.5,1.05,125.0,6,10,True,-536.1736849108173,-536.6411345534764,2.0,0.3785847608754857,ok,4.29
2.5,1.05,115.0,6,10,True,-536.1743235748382,-536.6422381737127,1.9999999999999993,0.38022523100187333,ok,4.32
2.5,1.1,85.0,6,10,True,-536.1655654755693,-536.6364039350407,1.9999999999999993,0.3850648843208991,ok,4.26
2.5,1.1,95.0,6,10,True,-536.1661451134477,-536.6365607945901,2.0000000000000004,0.38292624617701426,ok,4.19
2.5,1.1,105.0,6,10,True,-536.1661242771054,-536.6361159963571,2.0,0.38118043946306723,ok,4.26
2.5,1.1,135.0,6,10,True,-536.164325606804,-536.6329571049416,2.000000000000001,0.3722181675188253,ok,4.21
2.5,1.1,125.0,6,10,True,-536.1650795353594,-536.6341972455225,1.9999999999999987,0.3765091635954235,ok,4.28
2.5,1.1,75.0,6,10,True,-536.1641291571572,-536.6355394912268,1.9999999999999991,0.3888045561054708,ok,4.57
2.5,1.15,95.0,6,10,True,-536.1556466051529,-536.6276635046103,1.9999999999999993,0.3830266056455369,ok,3.93
2.5,1.15,85.0,6,10,True,-536.1550291529727,-536.6274816225192,2.0,0.3860097647255216,ok,4.25
2.5,1.15,75.0,6,10,True,-536.1535371742004,-536.6266502189343,2.0000000000000004,0.3913122669564552,ok,4.35
2.5,1.15,125.0,6,10,True,-536.1546184602017,-536.6253794361834,2.0000000000000004,0.3740815404921612,ok,3.93
2.5,1.15,135.0,6,10,True,-536.1538636757839,-536.6241465619297,1.9999999999999998,0.36850392800151954,ok,3.92
2.5,1.25,105.0,6,10,True,-536.1314347304476,-536.6062045679444,1.9999999999999993,0.378318098325429,ok,2.45
2.5,1.25,95.0,6,10,True,-536.1313904846564,-536.6065840061063,2.0,0.38205605560662076,ok,2.5
2.5,1.2,75.0,6,10,True,-536.141717466355,-536.6165312441879,1.9999999999999996,0.39347321121270007,ok,3.96
2.5,1.2,85.0,6,10,True,-536.1432563724114,-536.61734900647,2.0000000000000004,0.38655056629458495,ok,3.97
2.5,1.2,115.0,6,10,True,-536.1435477572763,-536.6163540666695,1.999999999999998,0.3760937111579786,ok,3.81
2.5,1.2,105.0,6,10,True,-536.1439313607355,-536.617126736496,2.0000000000000004,0.3796265437264426,ok,3.81
2.5,1.2,125.0,6,10,True,-536.1429221127698,-536.615306855234,1.9999999999999993,0.3713415853534337,ok,3.8
2.5,1.2,95.0,6,10,True,-536.1439087448204,-536.6175250065058,1.9999999999999998,0.38272404939518767,ok,3.93
2.5,1.25,85.0,6,10,True,-536.1307059147099,-536.6063934411984,1.9999999999999993,0.38671365962349663,ok,3.78
2.5,1.2,135.0,6,10,True,-536.1421698222916,-536.6140817503523,2.0,0.364525365568905,ok,3.85
2.5,1.25,75.0,6,10,True,-536.1291285270836,-536.605602145034,1.9999999999999993,0.39529680005040063,ok,3.99
2.5,1.25,115.0,6,10,True,-536.1310654541015,-536.6054615458538,1.9999999999999993,0.3740446847885865,ok,3.87
2.5,1.25,135.0,6,10,True,-536.1297026730158,-536.603226789756,2.0,0.3603289272056792,ok,3.99
2.6,0.9,115.0,6,10,True,-536.1803179375444,-536.6413453341517,2.0,0.2905660756882331,ok,2.83
2.6,0.8,75.0,6,10,True,-536.148064463549,-536.6068413393118,1.9999999999999993,0.2695619417839787,ok,4.76
2.6,0.8,85.0,6,10,True,-536.1487573829222,-536.6073469107414,2.0000000000000004,0.2749720203580103,ok,4.66
2.6,0.9,105.0,6,10,True,-536.1806096515079,-536.6419654851362,2.0000000000000013,0.28721111371165453,ok,2.97
2.6,0.85,75.0,6,10,True,-536.168928817739,-536.6293435151184,2.0,0.27336715262219496,ok,4.53
2.6,0.8,95.0,6,10,True,-536.1489942236493,-536.6073395732454,2.0,0.27954784763032203,ok,4.81
2.6,0.8,105.0,6,10,True,-536.1489139214834,-536.6070143376606,2.0000000000000004,0.2841672587544824,ok,4.8
2.6,0.85,125.0,6,10,True,-536.1691994166378,-536.62820279151,2.0,0.2941491806281053,ok,4.46
2.6,0.8,115.0,6,10,True,-536.148627916211,-536.6064132856883,1.9999999999999993,0.28915257498309904,ok,4.95
2.6,0.8,135.0,6,10,True,-536.147751197526,-536.6047742815695,1.9999999999999987,0.29865543075811923,ok,4.85
2.6,0.8,125.0,6,10,True,-536.1482197664228,-536.6056356484297,2.000000000000001,0.2942459229230803,ok,4.94
2.6,0.85,85.0,6,10,True,-536.1696999603776,-536.629870824673,1.9999999999999991,0.2779807844784123,ok,4.75
2.6,0.85,115.0,6,10,True,-536.1696209505081,-536.6289936448485,2.000000000000001,0.29003930649533743,ok,4.79
2.6,0.85,105.0,6,10,True,-536.1699097840382,-536.6296121019553,1.9999999999999996,0.2858629774184934,ok,4.81
2.6,0.85,95.0,6,10,True,-536.1699763320398,-536.6299459192543,1.9999999999999991,0.281914955651192,ok,4.84
2.6,0.9,75.0,6,10,True,-536.1795031268152,-536.6416255333412,2.000000000000001,0.276940027033587,ok,4.73
2.6,0.85,135.0,6,10,True,-536.1687110883539,-536.6273241705135,2.0,0.2974245294548998,ok,4.79
2.6,0.9,85.0,6,10,True,-536.1803493016889,-536.6422068115128,2.000000000000001,0.28068227799781215,ok,4.52
2.6,0.9,135.0,6,10,True,-536.1793766512877,-536.6396522400711,2.0,0.29578588876135087,ok,4.22
2.6,0.9,95.0,6,10,True,-536.1806633586364,-536.6423028735446,1.9999999999999991,0.2839468426109067,ok,4.58
2.6,0.95,115.0,6,10,True,-536.1835783982945,-536.6462831900935,2.0,0.2907198216768997,ok,4.21
2.6,0.95,135.0,6,10,True,-536.1826088038778,-536.6445811281607,2.000000000000001,0.2937609930493067,ok,4.29
2.6,0.95,125.0,6,10,True,-536.1831326319908,-536.6454757981675,1.9999999999999998,0.29281787224622163,ok,4.37
2.6,1.0,75.0,6,10,True,-536.1804413400545,-536.6460543722452,2.0000000000000013,0.2833411687993224,ok,4.28
2.6,0.95,105.0,6,10,True,-536.1838725129693,-536.6469041772111,2.000000000000001,0.2881908310941635,ok,4.48
2.6,0.95,75.0,6,10,True,-536.182648121373,-536.6465188675332,2.0,0.2802679715448283,ok,4.82
2.6,0.95,95.0,6,10,True,-536.1839141345054,-536.6472328927998,2.0000000000000004,0.28562074278445243,ok,4.99
2.6,0.95,85.0,6,10,True,-536.1835645566301,-536.6471471470295,2.0000000000000018,0.28305196392378207,ok,5.1
2.6,1.0,105.0,6,10,True,-536.1817749729544,-536.6464383993334,2.0000000000000004,0.2887897437985103,ok,2.69
2.6,1.0,135.0,6,10,True,-536.1804856539391,-536.6441065702115,2.0000000000000004,0.29138447154133984,ok,2.57
2.6,1.0,85.0,6,10,True,-536.1814224863056,-536.6466799913599,2.000000000000001,0.2850778518262275,ok,4.45
2.6,1.0,95.0,6,10,True,-536.1818049803679,-536.6467639863246,2.0000000000000004,0.28691719867416376,ok,4.45
2.6,1.0,125.0,6,10,True,-536.1810239353177,-536.6450117411097,1.9999999999999998,0.2915991362777221,ok,4.18
2.6,1.05,105.0,6,10,True,-536.1758469532285,-536.642119928375,2.000000000000001,0.2890136953276594,ok,3.92
2.6,1.05,75.0,6,10,True,-536.1744128986256,-536.6417387138083,1.999999999999998,0.28615825127850514,ok,4.2
2.6,1.05,85.0,6,10,True,-536.175452700595,-536.6423540749777,1.9999999999999998,0.2867551421079028,ok,4.18
2.6,1.0,115.0,6,10,True,-536.1814792482309,-536.6458184902627,1.9999999999999993,0.29049785727874256,ok,4.41
2.6,1.05,95.0,6,10,True,-536.1758656790555,-536.6424503080707,2.0000000000000004,0.2878396429743437,ok,4.18
2.6,1.05,125.0,6,10,True,-536.1750877653346,-536.6407095973104,2.0000000000000004,0.2900361127829089,ok,4.17
2.6,1.05,115.0,6,10,True,-536.1755507468496,-536.6415084427069,2.0000000000000004,0.2899134960062884,ok,4.33
2.6,1.1,85.0,6,10,True,-536.1667879259008,-536.635334678548,2.000000000000001,0.2880874549647799,ok,4.29
2.6,1.1,105.0,6,10,True,-536.1672215507499,-536.6350917645917,1.9999999999999991,0.288874655078479,ok,4.18
2.6,1.1,115.0,6,10,True,-536.1669261077499,-536.6344925667973,1.9999999999999996,0.2889863292379109,ok,4.19
2.6,1.1,95.0,6,10,True,-536.1672291168087,-536.6354276129624,2.0000000000000004,0.288393763955384,ok,4.22
2.6,1.1,75.0,6,10,True,-536.1656957583908,-536.6346945249793,2.0000000000000004,0.28871693633440026,ok,4.38
2.6,1.15,75.0,6,10,True,-536.1551287866412,-536.6257950600564,2.000000000000001,0.29102129311516867,ok,3.93
2.6,1.1,125.0,6,10,True,-536.1664576801321,-536.6337076776514,1.9999999999999998,0.28816012174850075,ok,4.32
2.6,1.1,135.0,6,10,True,-536.165898384467,-536.6328089913426,1.9999999999999984,0.2857117395345613,ok,4.31
2.6,1.2,115.0,6,10,True,-536.1447261415889,-536.6154551603771,1.9999999999999998,0.286218158448376,ok,2.45
2.6,1.2,125.0,6,10,True,-536.1442532518304,-536.6146968768679,2.0000000000000004,0.28359844739975026,ok,2.46
2.6,1.15,85.0,6,10,True,-536.1562669606506,-536.6264088840696,1.999999999999999,0.28908496155651303,ok,3.88
2.6,1.15,95.0,6,10,True,-536.1567342400676,-536.6265082157203,1.9999999999999991,0.2885979012108825,ok,3.84
2.6,1.15,105.0,6,10,True,-536.1567378151389,-536.6262014477445,2.000000000000001,0.2883958864736558,ok,3.85
2.6,1.15,115.0,6,10,True,-536.1564444022754,-536.6255971365963,2.000000000000001,0.2877440277713583,ok,3.8
2.6,1.15,125.0,6,10,True,-536.1559726909354,-536.6248288348428,1.9999999999999996,0.28600314623529943,ok,3.77
2.6,1.15,135.0,6,10,True,-536.1554068810908,-536.623933133773,2.0000000000000004,0.2824926439616826,ok,3.87
2.6,1.2,75.0,6,10,True,-536.1433324540478,-536.615634125475,2.0,0.29307793347845185,ok,3.96
2.6,1.2,85.0,6,10,True,-536.1445102830269,-536.6162519518241,1.999999999999999,0.2897657178483304,ok,3.94
2.6,1.2,95.0,6,10,True,-536.145001522121,-536.6163638845652,1.9999999999999998,0.28847646505131136,ok,3.9
2.6,1.2,105.0,6,10,True,-536.1450162537185,-536.6160602562499,2.0000000000000004,0.2876064148674172,ok,3.93
2.6,1.25,75.0,6,10,True,-536.1307652665255,-536.6046697702722,1.9999999999999996,0.2948905339295002,ok,4.21
2.7,0.85,115.0,6,10,True,-536.170493341519,-536.628511573793,1.9999999999999993,0.22393151519127474,ok,2.9
2.6,1.25,85.0,6,10,True,-536.1319764477859,-536.6052801954636,1.9999999999999991,0.2901472378387077,ok,4.31
2.7,0.85,125.0,6,10,True,-536.170209502592,-536.6279498944366,1.9999999999999993,0.22855846319265233,ok,2.91
2.6,1.25,105.0,6,10,True,-536.1325156392179,-536.6051178364825,1.9999999999999993,0.2865387431249357,ok,3.95
2.6,1.25,95.0,6,10,True,-536.1324897708774,-536.6054070882336,2.0,0.2880575786264485,ok,4.12
2.6,1.25,115.0,6,10,True,-536.132230049218,-536.6045269064363,2.0000000000000004,0.28444333128661387,ok,4.07
2.6,1.25,125.0,6,10,True,-536.13175808142,-536.6037693762917,1.9999999999999998,0.28098312407888204,ok,4.1
2.6,1.25,135.0,6,10,True,-536.1311870399445,-536.6028862899915,2.0000000000000004,0.2754758387867105,ok,4.1
2.7,0.8,75.0,6,10,True,-536.1489900026182,-536.6061947470428,2.000000000000001,0.19935936785561784,ok,4.67
2.7,0.85,85.0,6,10,True,-536.1704609813335,-536.6290877617357,2.000000000000001,0.20818760622883914,ok,4.36
2.7,0.8,85.0,6,10,True,-536.149514256313,-536.606573580433,1.9999999999999998,0.20568302819323084,ok,4.72
2.7,0.8,95.0,6,10,True,-536.149716487841,-536.6066039699999,1.9999999999999998,0.2115216569588379,ok,4.81
2.7,0.8,105.0,6,10,True,-536.1496934116152,-536.6063917830702,1.999999999999999,0.21739972055817589,ok,4.84
2.7,0.8,115.0,6,10,True,-536.1495201363725,-536.6059751538145,2.0000000000000004,0.22329494009617035,ok,4.85
2.7,0.85,75.0,6,10,True,-536.1698780753195,-536.628688361344,2.000000000000001,0.2024455548922372,ok,4.81
2.7,0.9,75.0,6,10,True,-536.1804760969094,-536.640931328044,1.9999999999999998,0.20538863268310054,ok,4.41
2.7,0.8,135.0,6,10,True,-536.1489275171787,-536.6048174681372,1.9999999999999998,0.23311658530821208,ok,4.92
2.7,0.8,125.0,6,10,True,-536.149251072267,-536.6054293806634,2.0,0.22876751345900279,ok,4.92
2.7,0.9,85.0,6,10,True,-536.1811154792624,-536.6413564295806,2.0,0.2104728439275509,ok,4.3
2.7,0.85,95.0,6,10,True,-536.1706901904804,-536.6291665772217,2.000000000000001,0.2134856799122739,ok,4.79
2.7,0.85,105.0,6,10,True,-536.1706733723396,-536.628940655545,1.9999999999999998,0.2187584761526634,ok,4.83
2.7,0.9,95.0,6,10,True,-536.1813701974885,-536.6414643519029,1.9999999999999993,0.21519416846699596,ok,4.39
2.7,0.9,105.0,6,10,True,-536.1813588192144,-536.6412428462982,2.0,0.21984114203020225,ok,4.44
2.7,0.9,125.0,6,10,True,-536.1808733502661,-536.6402346713187,2.000000000000001,0.22803266746164605,ok,4.55
2.7,0.9,135.0,6,10,True,-536.1805123191073,-536.6396019740826,2.0000000000000013,0.23048672389495287,ok,4.56
2.7,0.9,115.0,6,10,True,-536.1811717136467,-536.6408036606264,1.999999999999999,0.22427284699399636,ok,4.88
2.7,0.95,115.0,6,10,True,-536.1844148517127,-536.6457061244922,1.9999999999999998,0.22430707376392758,ok,2.81
2.7,0.95,75.0,6,10,True,-536.1836442009251,-536.6457967090075,2.0000000000000013,0.2081724475773861,ok,4.92
2.7,0.95,135.0,6,10,True,-536.1837247032345,-536.6444780855664,2.0000000000000004,0.22867737753057107,ok,3.07
2.7,0.95,95.0,6,10,True,-536.184615679249,-536.6463639593667,2.0000000000000013,0.21662644349365257,ok,4.64
2.7,1.0,75.0,6,10,True,-536.1814601251027,-536.6452983011892,2.000000000000001,0.21079116589114114,ok,4.25
2.7,0.95,125.0,6,10,True,-536.1841028053065,-536.6451273145914,1.999999999999999,0.22719126225509942,ok,4.71
2.7,1.0,85.0,6,10,True,-536.1822025113291,-536.6457815422447,1.9999999999999996,0.21430653676731998,ok,4.47
2.7,1.0,115.0,6,10,True,-536.1822999432035,-536.6452065269531,2.0000000000000013,0.22403306291179342,ok,4.42
2.7,1.0,105.0,6,10,True,-536.1825004505415,-536.6456506880724,1.9999999999999991,0.22110835863559386,ok,4.44
2.7,1.0,95.0,6,10,True,-536.1825029987576,-536.6458778359333,1.9999999999999998,0.21776427487412928,ok,4.55
2.7,1.0,125.0,6,10,True,-536.1819755243496,-536.6446296050018,1.9999999999999998,0.22604753871279426,ok,4.09
2.7,1.05,85.0,6,10,True,-536.1762413914195,-536.64144230063,2.0000000000000004,0.21583280575872493,ok,3.9
2.7,1.0,135.0,6,10,True,-536.1815820845286,-536.6439832362117,1.9999999999999996,0.22657348795325125,ok,4.21
2.7,1.15,125.0,6,10,True,-536.1568744129794,-536.6243106669527,2.0,0.22104021518036712,ok,2.54
2.7,1.05,95.0,6,10,True,-536.1765619668572,-536.6415417739637,2.0,0.21860582662957959,ok,4.14
2.7,1.1,75.0,6,10,True,-536.1667578000166,-536.6339011124397,1.9999999999999998,0.21550990247445637,ok,3.95
2.7,1.1,105.0,6,10,True,-536.167930553066,-536.634236823337,1.9999999999999993,0.22116838806051253,ok,3.89
2.7,1.2,85.0,6,10,True,-536.1453311809656,-536.6152562709175,2.000000000000001,0.21885585480868897,ok,2.69
2.7,1.1,135.0,6,10,True,-536.1669568798769,-536.6325826464819,2.0000000000000004,0.22161729822643764,ok,3.84
2.7,1.05,115.0,6,10,True,-536.1763571826555,-536.640859336889,2.0000000000000004,0.22346435084230395,ok,4.18
2.7,1.05,105.0,6,10,True,-536.1765633116688,-536.6413027158145,2.0,0.22128547510944102,ok,4.23
2.7,1.05,135.0,6,10,True,-536.1756149789711,-536.6396320619831,1.9999999999999984,0.2242090777661595,ok,4.23
2.7,1.05,125.0,6,10,True,-536.1760218802423,-536.6402838496142,2.0000000000000013,0.22462410514929343,ok,4.31
2.7,1.1,115.0,6,10,True,-536.1677197121618,-536.6338014797609,1.9999999999999998,0.22261609356190432,ok,4.22
2.7,1.1,85.0,6,10,True,-536.1675863905964,-536.6343766592806,1.9999999999999996,0.21709500441605772,ok,4.3
2.7,1.1,95.0,6,10,True,-536.1679254149763,-536.6344854072925,2.0000000000000004,0.21915400608149835,ok,4.3
2.7,1.15,75.0,6,10,True,-536.1562112804554,-536.6249677309706,1.9999999999999996,0.21760674060929514,ok,3.99
2.7,1.1,125.0,6,10,True,-536.1673751709458,-536.6332347250019,2.0000000000000004,0.22294591666935018,ok,4.26
2.7,1.15,95.0,6,10,True,-536.1574321659522,-536.6255487001848,1.9999999999999993,0.21942151952594546,ok,4.04
2.7,1.15,115.0,6,10,True,-536.1572265304507,-536.6248722495119,2.0,0.2215118431549001,ok,3.93
2.7,1.15,105.0,6,10,True,-536.1574411062724,-536.62531365975,2.000000000000001,0.22077536077934312,ok,4.0
2.7,1.15,85.0,6,10,True,-536.157076271759,-536.6254340629159,1.9999999999999996,0.21809960273482448,ok,4.29
2.7,1.15,135.0,6,10,True,-536.1564468194343,-536.6236593625401,2.000000000000001,0.21883106642914504,ok,3.93
2.7,1.2,95.0,6,10,True,-536.1457025278553,-536.6153573696012,2.0,0.21942595650653365,ok,4.08
2.7,1.25,125.0,6,10,True,-536.1326307136059,-536.6031701606173,2.0000000000000004,0.21666436425682187,ok,2.56
2.7,1.2,105.0,6,10,True,-536.1457153419793,-536.6151399140327,2.000000000000001,0.22012930626065338,ok,4.03
2.8,0.8,95.0,6,10,True,-536.1501772554839,-536.6059583979661,1.9999999999999991,0.1618907100434056,ok,3.0
2.7,1.25,95.0,6,10,True,-536.13319511714,-536.6043732514871,2.0000000000000013,0.21918846012411722,ok,3.9
2.7,1.2,115.0,6,10,True,-536.1454980689407,-536.6147030044035,2.0,0.22017808301777708,ok,4.23
2.7,1.2,125.0,6,10,True,-536.1451400702381,-536.614138397892,2.0000000000000004,0.21893652954707493,ok,4.18
2.7,1.2,135.0,6,10,True,-536.1447052477372,-536.6134919034029,1.9999999999999998,0.21588267315003973,ok,4.08
2.7,1.25,105.0,6,10,True,-536.1332118172883,-536.6041679617211,1.9999999999999998,0.21925486193911137,ok,3.88
2.7,1.25,85.0,6,10,True,-536.132809798819,-536.6042746189976,1.9999999999999993,0.21937904224639382,ok,4.17
2.7,1.25,75.0,6,10,True,-536.1318857760677,-536.6038209967518,1.9999999999999998,0.22128047558981714,ok,4.3
2.7,1.25,115.0,6,10,True,-536.1329928966718,-536.6037410517772,2.0000000000000004,0.21864217811112835,ok,4.13
2.7,1.25,135.0,6,10,True,-536.13219073024,-536.6025344747566,1.9999999999999991,0.21280276536518958,ok,4.04
2.8,0.8,75.0,6,10,True,-536.149602218638,-536.6056276299959,2.0000000000000004,0.14847042065588917,ok,4.4
2.8,0.8,85.0,6,10,True,-536.1500019119243,-536.605907969385,1.9999999999999987,0.15530372508451143,ok,4.48
2.8,0.8,105.0,6,10,True,-536.1501926424095,-536.6058340067709,1.9999999999999996,0.16843219905106246,ok,4.48
2.8,0.85,125.0,6,10,True,-536.1708630880078,-536.6276685515656,1.9999999999999998,0.17980470125382553,ok,4.43
2.8,0.8,125.0,6,10,True,-536.1499201641884,-536.6051748018629,2.0000000000000013,0.1800746240003623,ok,4.85
2.8,0.8,115.0,6,10,True,-536.1500955682461,-536.6055544191229,1.9999999999999993,0.17466193030241248,ok,4.88
2.8,0.9,85.0,6,10,True,-536.1816056530581,-536.6406903612395,2.000000000000001,0.15932119643357923,ok,4.25
2.8,0.9,135.0,6,10,True,-536.1812519178745,-536.639473575691,2.0000000000000004,0.18173205756761168,ok,2.86
2.8,0.85,105.0,6,10,True,-536.1711590485835,-536.6283599357436,1.9999999999999998,0.16952067300083465,ok,4.73
2.8,0.85,75.0,6,10,True,-536.1705067058297,-536.6280923610544,1.9999999999999987,0.15098335362169746,ok,4.82
2.8,0.8,135.0,6,10,True,-536.1496946124618,-536.60474271873,2.000000000000001,0.1841081010066479,ok,4.93
2.8,0.9,75.0,6,10,True,-536.181121112452,-536.6403415185503,1.9999999999999991,0.1534110147047979,ok,4.4
